grade1,grade2
66,81
91,91
82,80
82,54
77,81
75,76
61,53
79,86
79,65
72,50
70,67
68,76
64,75
80,65
78,65
100,87
78,76
53,77
90,82
89,85
87,88
86,76
68,81
80,61
59,71
86,80
75,86
62,71
68,62
68,60
82,64
80,68
81,71
89,83
92,88
84,87
60,52
86,87
65,64
62,67
50,83
77,50
69,72
86,84
71,87
75,67
59,50
81,86
59,78
81,64
73,76
75,67
85,66
81,65
85,75
94,85
85,78
74,83
86,91
91,95
74,71
70,83
62,73
74,80
88,86
67,70
74,65
79,58
87,83
75,73
79,56
65,71
43,67
86,97
75,67
56,44
56,68
89,80
71,58
50,62
77,67
89,89
70,76
90,87
91,70
80,62
60,68
86,65
75,72
34,66
60,66
81,85
90,89
72,87
84,97
62,54
46,63
80,63
78,85
79,73
88,90
