CS241,CS442
92,96
80,72
84,97
87,75
89,58
66,79
97,94
85,64
75,51
80,95
60,66
61,70
90,80
75,45
82,72
77,59
80,79
89,52
86,94
65,69
84,81
59,58
80,76
80,69
91,83
99,96
94,91
83,69
86,68
66,50
95,95
66,93
74,64
75,58
96,99
73,75
75,65
78,73
94,85
95,78
64,68
91,94
75,65
77,66
75,62
79,55
90,63
86,100
94,95
79,72
90,100
78,68
66,71
93,93
85,82
91,93
75,71
65,94
68,68
77,94
82,75
92,68
89,87
84,56
88,78
65,81
71,70
63,75
79,71
77,73
76,54
75,64
85,75
56,38
83,94
76,76
67,70
74,74
82,80
87,79
81,84
93,92
99,100
61,59
88,75
71,29
66,77
61,57
79,74
66,59
81,52
86,85
72,92
84,84
71,62
64,70
68,80
85,71
74,62
66,63
94,68
91,82
96,100
83,63
81,71
64,67
54,66
74,66
88,91
72,65
94,91
72,72
91,83
67,62
94,100
92,75
87,81
