grade1,grade2
79,66
80,75
91,67
64,53
83,58
70,50
74,66
81,81
44,73
70,70
65,69
46,55
80,58
78,74
88,70
84,79
68,71
88,75
76,70
83,67
78,85
79,63
91,92
79,66
65,79
71,81
74,70
70,69
66,54
90,73
76,66
45,60
84,92
65,83
46,76
84,67
65,80
76,88
62,66
76,82
87,78
81,61
83,67
90,86
84,77
67,69
81,69
83,82
85,79
74,86
80,83
82,83
57,62
89,67
75,81
83,76
90,71
79,72
84,80
69,71
76,74
73,78
89,73
84,79
85,74
92,73
77,67
70,89
39,59
69,75
72,87
76,84
68,63
89,86
89,88
71,54
89,74
72,69
88,68
75,55
82,80
89,80
75,74
77,72
77,53
75,73
92,70
81,85
69,62
91,84
81,77
87,83
74,70
79,79
71,81
95,82
88,74
70,75
81,75
68,75
79,73
89,76
78,85
74,80
91,85
95,71
77,66
83,76
72,88
88,83
93,63
76,54
82,63
84,82
82,83
85,91
80,75
72,69
78,69
79,51
81,82
72,76
79,68
85,64
46,73
72,67
79,73
65,79
46,82
86,85
80,71
80,85
78,50
83,85
83,77
64,79
71,85
66,66
83,86
76,60
84,89
88,79
72,85
74,90
80,90
79,79
81,74
78,52
64,64
81,57
79,55
81,67
88,86
76,87
69,50
80,56
85,80
89,88
74,75
77,75
67,68
68,62
66,66
70,59
69,82
81,61
74,56
87,88
83,78
88,79
85,62
81,54
72,88
