,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
2,918323,488,31,45,448,35,64
6,920693,488,7,89,448,13,87
15,793475,488,27,77,448,33,69
16,531595,488,21,72,448,23,75
22,794942,488,21,85,448,27,77
23,664915,488,13,78,448,17,84
25,534333,488,33,61,448,37,73
26,403305,488,27,56,448,33,60
27,534603,488,31,80,448,43,90
28,928186,488,27,79,448,37,79
31,143033,488,15,64,448,21,66
38,932347,488,27,69,448,33,82
48,674212,488,23,55,448,27,64
50,675371,488,29,64,448,31,69
52,544834,488,25,68,448,31,71
57,155674,488,21,72,448,27,67
64,159051,488,29,63,448,31,58
69,818549,488,43,73,448,47,63
70,294591,488,31,76,448,41,53
71,819070,488,27,55,448,33,69
73,295038,488,33,69,448,37,67
76,296334,488,37,62,448,43,76
85,692363,488,33,83,448,47,73
86,692679,488,17,73,448,21,79
90,304578,488,27,81,448,33,74
108,447575,488,41,45,448,43,53
112,319082,488,37,58,448,43,67
117,320136,488,27,81,448,37,81
118,451429,488,29,45,448,31,65
121,191192,488,27,83,448,33,73
127,586709,488,33,82,448,41,95
131,718511,488,27,74,448,33,93
132,849641,488,33,76,448,47,85
133,587536,488,21,78,448,23,81
135,458552,488,29,85,448,31,65
139,723294,488,27,86,448,37,81
141,986213,488,17,66,448,21,83
145,725975,488,21,93,448,31,93
148,464999,488,29,74,448,31,80
150,465152,488,27,59,448,31,60
157,861718,488,15,84,448,21,83
160,862319,488,29,79,448,31,76
166,211389,488,25,78,448,29,86
168,867485,488,21,83,448,29,81
171,868628,488,17,26,448,23,75
175,738198,488,41,81,448,43,77
178,872245,488,13,88,448,21,90
180,612404,488,23,69,448,27,73
183,876322,488,15,88,448,29,67
189,486892,488,37,42,448,43,60
191,882563,488,13,78,448,17,75
195,229325,488,33,78,448,43,70
196,360593,488,27,71,448,33,65
198,493191,488,41,90,448,47,62
199,362607,488,15,68,448,29,93
210,765735,488,47,56,448,51,60
213,112075,488,41,67,448,43,73
214,112291,488,27,69,448,33,68
215,506740,488,27,51,448,37,67
216,769467,488,41,64,448,43,78
220,640792,488,21,76,448,23,67
227,776533,488,21,69,448,23,80
230,778793,488,29,68,448,31,71
237,518208,488,31,89,448,37,77
240,912948,488,7,75,448,13,78
242,258220,488,47,67,448,61,77
245,915647,488,41,86,448,43,84
252,131062,488,27,75,448,33,66
