grade1,grade2
43,51
67,51
64,52
80,87
90,78
75,45
32,70
64,70
55,63
61,76
50,46
91,82
70,68
72,84
67,76
72,50
67,70
75,79
56,58
65,27
69,79
56,55
95,83
54,86
50,68
79,86
76,82
86,84
56,79
96,83
66,71
93,88
91,92
64,83
100,95
73,83
63,81
46,76
69,76
58,64
54,77
28,57
68,56
35,59
87,84
92,85
64,76
81,86
90,63
70,79
43,52
46,73
63,72
69,50
74,91
60,69
51,52
100,91
70,79
76,81
58,81
52,79
46,71
68,71
70,77
50,62
65,70
75,78
62,66
56,88
52,75
68,86
74,63
94,73
67,82
100,82
55,46
55,69
58,69
60,37
100,84
76,62
77,80
72,87
70,73
74,80
81,89
50,62
69,59
69,79
90,88
80,92
67,74
100,84
84,82
68,79
51,66
54,45
54,54
55,64
84,80
61,78
91,80
88,72
68,78
87,79
73,64
92,81
51,68
82,88
77,81
65,77
99,98
68,73
57,80
71,76
93,80
58,61
85,70
81,75
43,51
69,51
55,62
62,72
62,83
75,79
64,83
59,76
60,59
80,70
70,72
