,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
6,801457,444,63,72,454,67,73
11,939316,444,23,65,454,43,61
14,552084,444,23,62,454,31,73
15,947543,444,33,71,454,41,77
21,692363,444,43,65,454,47,72
27,180024,444,43,71,454,47,73
29,967564,444,23,83,454,27,74
31,575590,444,21,73,454,29,81
32,578277,444,33,65,454,41,73
34,712223,444,21,72,454,29,80
35,845389,444,21,91,454,25,88
36,322092,444,33,61,454,41,80
37,323152,444,13,72,454,27,96
40,333878,444,33,70,454,41,83
50,881730,444,23,70,454,37,84
59,894931,444,23,70,454,27,79
64,898306,444,33,74,454,37,78
67,773798,444,11,75,454,29,82
68,774139,444,21,84,454,29,77
70,905955,444,33,76,454,41,88
71,516257,444,13,91,454,21,80
72,910200,444,43,79,454,47,77
