CS341,CS457
91,86
62,73
70,91
70,74
61,81
96,94
71,82
66,68
58,76
69,83
64,78
48,64
44,64
70,64
79,80
68,64
71,68
79,85
66,62
78,70
62,73
59,80
64,65
59,74
80,74
69,76
50,73
66,64
59,44
77,86
68,84
95,82
55,53
53,64
64,70
74,72
56,91
75,84
58,80
67,59
79,84
63,77
73,65
69,74
58,82
66,65
58,77
66,78
81,69
45,81
67,81
37,58
76,58
76,80
86,77
85,86
87,93
56,62
67,73
70,55
70,65
80,68
70,69
93,96
68,68
64,71
67,87
67,72
75,60
75,51
76,60
79,76
76,69
62,50
57,68
54,79
50,69
83,84
71,64
62,56
50,75
75,86
82,79
75,54
70,75
76,70
65,85
50,71
68,59
50,77
98,78
53,77
63,58
69,59
64,77
43,54
66,54
29,44
62,66
