CS241,CS490
84,76
53,78
67,62
58,76
86,79
79,82
53,76
59,75
65,63
75,76
68,77
52,80
88,75
45,70
61,70
66,73
74,70
50,72
88,84
52,56
51,64
69,77
73,78
72,76
82,70
70,65
68,79
75,65
52,77
78,85
70,81
62,89
75,80
73,84
68,86
60,67
71,80
72,62
41,75
64,75
72,65
87,86
78,81
61,62
56,69
45,64
55,64
67,75
68,79
76,81
61,73
46,81
73,81
65,89
59,67
69,76
60,72
68,70
73,70
70,63
62,73
58,72
76,78
64,82
72,80
46,51
59,51
42,67
69,67
84,84
50,80
59,66
72,87
42,67
68,67
71,74
68,86
65,87
93,81
68,78
68,83
54,73
70,85
78,80
75,83
83,71
63,75
66,78
67,60
65,72
82,55
72,79
83,72
61,81
55,91
54,75
72,64
53,83
43,80
74,80
61,74
75,75
58,77
64,71
83,77
65,85
78,76
70,71
78,83
50,85
43,82
66,82
69,79
68,75
60,81
82,68
79,78
81,83
60,78
70,83
70,79
67,76
75,79
74,82
59,76
65,78
83,63
58,81
86,74
69,72
66,84
76,77
68,87
81,86
55,80
46,64
63,64
60,63
58,74
72,76
96,82
58,80
64,58
65,68
55,76
71,83
66,83
66,78
75,82
82,82
83,81
79,69
50,72
74,74
60,68
66,79
57,71
72,73
74,70
75,80
64,79
50,83
69,74
91,74
75,74
63,69
78,85
43,66
76,66
62,70
74,82
67,72
46,72
73,72
46,85
67,85
72,60
60,73
40,65
64,65
79,77
76,79
78,84
28,50
63,50
64,75
56,64
74,53
51,83
52,76
63,71
75,86
46,77
50,77
62,79
70,80
58,70
63,71
71,75
59,73
66,82
72,79
71,75
29,77
55,77
73,64
75,82
46,72
70,72
32,69
62,69
71,79
71,56
73,75
57,74
39,83
57,83
53,70
72,70
55,71
81,80
82,76
75,81
58,76
70,79
51,82
67,76
76,82
62,74
75,74
45,75
68,75
65,53
64,79
83,76
70,73
73,81
60,57
90,76
56,80
73,71
70,82
61,70
66,76
82,82
76,80
66,59
81,78
81,83
71,74
70,76
76,83
74,80
69,76
61,70
60,77
