CS446,CS447
79,70
69,70
72,68
86,86
87,87
76,79
85,74
84,81
85,74
75,61
94,87
85,80
86,76
86,76
72,83
77,77
69,73
84,82
81,65
81,74
77,72
74,72
81,77
86,72
82,80
82,82
92,84
83,66
95,78
71,61
81,82
66,75
86,80
63,68
69,77
88,69
98,98
72,89
82,85
75,65
82,76
73,66
86,80
78,82
89,83
64,71
76,78
74,76
77,70
80,78
86,76
88,71
82,81
74,66
68,82
80,70
88,84
86,73
70,74
80,78
77,77
77,78
84,77
78,88
76,72
76,83
69,72
84,97
85,68
82,74
51,80
70,95
80,72
68,70
90,82
82,92
68,68
67,87
89,83
79,82
87,92
70,92
69,76
81,72
81,73
81,72
76,80
74,74
80,86
88,91
68,84
81,75
81,70
81,76
85,71
75,73
77,89
82,82
67,80
84,85
79,75
79,74
83,86
83,70
77,80
77,76
69,73
75,58
82,70
87,71
64,78
84,91
82,73
74,80
87,73
93,84
80,75
80,85
81,73
79,76
69,66
69,64
77,77
72,79
82,86
82,81
78,72
78,75
58,55
80,84
89,78
85,76
85,75
89,80
71,70
77,80
72,70
78,77
79,67
84,81
74,90
67,76
77,70
93,96
78,76
76,73
76,78
80,77
93,86
84,76
92,72
76,73
80,77
66,80
88,86
76,73
82,78
81,84
72,65
72,68
82,76
76,65
87,83
80,85
80,71
91,85
73,71
81,84
77,67
84,84
82,66
78,78
67,68
77,80
68,66
84,94
62,72
75,86
76,71
71,80
72,72
79,74
74,65
72,72
69,79
73,69
77,56
94,83
80,69
83,77
86,84
87,81
72,88
84,75
64,67
89,82
67,72
88,67
77,81
92,85
83,60
71,77
79,78
76,75
88,76
84,80
80,65
79,57
76,68
80,74
92,83
79,76
81,65
76,80
81,90
83,92
89,80
82,51
80,80
86,82
85,80
75,83
74,69
88,81
85,82
85,90
70,79
83,87
84,71
83,91
79,84
80,81
69,74
76,70
70,62
68,65
85,75
87,82
79,84
80,62
90,81
68,67
85,83
77,67
82,76
62,69
