CS133,CS456
65,53
78,78
86,76
81,94
80,70
92,57
85,93
64,85
93,70
84,78
87,72
90,81
85,79
81,50
84,89
66,79
93,85
70,50
91,85
93,61
87,75
94,82
81,76
85,84
55,73
89,61
92,59
71,65
95,98
76,81
45,52
89,92
85,54
89,83
73,75
74,79
83,74
82,65
89,92
93,86
64,37
73,81
93,76
84,59
50,68
70,68
91,83
59,78
84,73
83,95
91,82
83,82
62,88
82,84
79,64
46,66
87,66
88,83
62,50
83,52
58,82
71,74
77,70
82,80
83,87
88,89
80,68
46,64
94,73
97,70
90,94
62,51
85,80
61,56
91,67
90,74
82,87
83,62
85,85
97,50
46,61
84,86
91,62
64,79
82,71
88,87
76,50
64,84
85,90
41,43
91,72
89,64
81,61
82,80
84,83
91,84
85,61
83,88
79,82
57,58
91,91
89,38
89,66
89,95
81,63
94,83
92,87
80,53
75,68
78,64
91,90
77,57
90,76
85,52
78,89
95,52
29,61
85,94
98,90
90,65
73,71
96,92
91,81
90,89
69,80
42,63
28,85
44,85
85,77
70,76
97,94
89,96
89,63
71,79
85,76
90,29
46,65
83,65
90,89
96,90
83,75
70,76
79,61
70,73
82,94
72,75
95,94
75,62
79,51
57,53
59,89
86,79
89,72
90,83
85,79
65,82
32,72
63,72
55,79
83,92
84,79
79,77
99,92
81,70
63,94
88,65
85,45
35,64
76,59
83,75
75,87
95,90
73,87
90,96
90,77
74,73
85,81
75,93
80,70
92,82
95,88
86,67
70,71
91,83
69,62
91,78
70,72
81,72
83,74
72,70
87,78
71,87
83,91
91,72
81,86
88,89
45,55
86,82
69,75
85,71
95,82
87,80
84,85
87,75
79,66
88,72
53,80
95,73
66,75
66,81
99,88
87,95
69,67
64,68
85,51
78,80
92,89
84,84
78,68
68,52
37,75
66,75
81,54
64,55
72,68
88,61
92,79
61,51
70,70
81,84
93,92
58,76
95,51
86,61
95,96
84,84
91,85
80,54
71,74
79,59
59,88
96,50
93,90
81,72
78,86
85,77
71,75
63,74
90,77
86,41
84,72
67,57
88,46
88,53
84,79
87,90
64,57
59,68
89,71
75,85
95,73
90,58
88,73
76,60
65,60
83,85
58,59
81,72
62,67
84,75
58,68
91,50
93,79
97,93
80,81
84,84
80,87
77,57
64,82
92,85
75,86
46,65
78,90
61,73
63,75
74,63
88,75
90,68
68,60
94,83
82,79
82,89
84,81
89,70
80,33
80,56
46,83
63,82
73,77
92,83
66,69
88,92
75,79
88,71
77,75
70,79
89,78
79,75
84,55
82,85
75,85
87,50
81,76
86,76
85,61
71,85
66,67
93,56
70,38
70,55
85,82
40,77
81,73
64,79
85,74
92,53
87,66
82,86
85,77
97,91
66,79
82,63
88,89
72,66
93,82
80,87
95,85
57,83
95,83
88,72
82,67
92,89
84,90
57,85
82,86
82,80
90,90
93,57
90,58
81,80
91,65
68,61
82,59
86,87
79,87
95,82
95,92
90,85
80,57
80,75
82,91
72,77
73,85
76,61
94,95
68,76
89,80
84,81
60,55
90,81
50,61
80,61
84,80
86,73
60,65
90,76
84,76
61,77
90,89
89,94
34,60
81,75
86,78
79,87
