,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,131252,448,27,82,370,31,59
15,133890,448,27,71,370,33,62
75,139739,448,23,78,370,33,83
76,270850,448,23,79,370,31,78
111,536307,448,17,80,370,21,81
130,669744,448,33,62,370,47,63
155,410494,448,27,68,370,43,50
164,804514,448,37,54,370,43,44
165,804514,448,37,54,370,51,70
175,805149,448,47,69,370,51,72
221,286551,448,33,70,370,41,65
235,288367,448,13,89,370,17,89
270,685662,448,27,69,370,41,84
287,425072,448,13,59,370,21,40
288,425072,448,13,59,370,23,68
307,427170,448,23,82,370,31,84
327,691350,448,33,68,370,41,57
348,170258,448,11,72,370,13,79
349,694658,448,25,50,370,29,59
354,170677,448,33,63,370,41,69
419,965461,448,11,50,370,17,51
424,442324,448,33,76,370,37,78
459,315048,448,23,69,370,27,71
562,456597,448,17,74,370,21,70
673,731538,448,23,68,370,27,74
719,868628,448,13,59,370,23,76
793,223923,448,15,61,370,25,72
813,358439,448,33,91,370,41,73
853,100728,448,23,77,370,31,64
856,887441,448,37,70,370,41,58
903,892934,448,41,65,370,43,72
930,502431,448,31,57,370,37,83
981,508799,448,43,61,370,47,60
1004,775007,448,37,77,370,41,60
1008,513252,448,11,68,370,15,72
1019,645552,448,23,69,370,31,46
1020,645552,448,23,69,370,37,65
1065,126131,448,23,69,370,31,60
1069,388684,448,33,73,370,47,78
1092,128748,448,15,74,370,25,69
1096,653399,448,23,81,370,31,78
1115,917303,448,23,46,370,27,58
