grade1,grade2
87,83
74,67
73,50
73,64
89,63
88,46
88,65
83,88
72,74
81,76
76,84
84,79
86,57
98,71
94,75
82,80
94,76
64,70
90,63
45,78
98,78
80,87
83,78
88,84
76,83
82,74
93,94
92,80
85,77
94,87
77,76
97,79
85,63
46,67
50,67
89,74
91,69
86,65
93,85
60,54
92,85
76,59
94,65
86,74
77,61
89,69
89,75
88,62
95,81
92,76
91,44
91,45
91,80
73,89
97,85
86,77
39,50
66,56
83,66
86,60
82,68
85,81
83,90
92,81
97,90
78,75
80,74
68,58
64,60
85,69
90,71
75,70
87,64
80,90
95,79
93,65
94,70
82,59
58,64
84,84
81,66
93,79
93,81
76,66
60,90
81,60
57,43
88,70
74,56
69,66
81,55
99,70
79,80
84,64
34,56
86,72
85,81
89,65
62,64
79,80
87,75
94,89
86,89
87,93
72,80
93,73
90,76
81,65
95,77
88,60
87,77
95,46
95,81
76,75
87,71
68,60
87,74
93,81
93,65
81,68
85,80
96,96
87,55
78,71
86,86
84,70
89,59
88,86
87,71
86,43
86,58
96,86
82,86
88,81
82,38
82,55
86,61
94,75
94,88
86,67
63,71
87,75
85,63
73,62
85,78
44,68
62,68
91,77
73,74
83,65
91,69
85,80
70,67
68,44
68,62
75,64
93,67
76,60
74,60
91,75
98,61
80,56
83,78
36,55
36,73
85,55
85,73
70,73
71,38
71,54
86,89
57,45
91,53
78,70
81,71
91,76
77,61
64,73
62,71
79,50
77,59
43,74
79,74
87,74
86,56
86,70
98,84
76,50
74,63
63,75
89,76
81,50
91,84
89,62
46,76
81,76
