CS245,CS454
60,67
71,69
79,87
81,77
76,71
52,38
53,66
69,62
67,59
81,45
81,75
76,79
66,54
60,65
57,74
63,40
63,59
80,91
84,82
82,63
94,84
72,80
76,81
73,58
65,77
85,91
61,75
71,66
62,61
76,79
89,94
65,77
74,84
84,58
76,84
81,81
52,92
57,79
51,72
75,68
73,70
68,85
92,65
66,84
62,65
70,74
87,79
78,89
50,74
76,77
72,75
90,83
66,50
70,64
80,80
63,70
87,77
86,80
72,76
84,67
50,66
77,90
79,76
100,65
65,67
83,90
84,86
75,87
82,71
89,67
58,58
81,78
94,67
52,69
60,56
74,76
90,70
64,53
76,78
77,81
54,77
64,73
73,82
68,61
73,76
68,73
58,63
69,77
71,64
90,89
70,63
89,67
74,69
65,63
92,74
66,73
69,75
82,79
63,77
80,74
88,87
67,66
73,83
82,88
64,80
60,65
74,62
73,61
69,75
80,75
83,88
71,70
78,69
93,91
71,58
29,51
60,51
57,61
56,72
82,66
71,74
92,81
70,57
80,66
83,78
56,72
85,86
61,59
50,69
73,78
75,46
100,84
58,65
72,87
62,69
66,39
81,74
61,68
59,62
61,65
65,83
70,80
93,87
64,72
73,85
65,85
60,65
64,70
69,84
57,78
75,54
72,64
69,68
63,82
84,88
83,77
86,78
81,75
92,75
86,90
56,52
74,74
96,83
74,85
76,82
61,55
88,87
85,67
76,84
84,86
83,88
91,83
73,70
67,84
71,82
79,80
85,89
77,71
85,78
66,57
86,81
57,57
60,64
74,50
82,78
80,81
71,81
76,71
66,58
69,60
66,80
78,83
51,73
90,88
52,63
72,86
74,79
71,92
81,66
79,59
81,85
84,71
88,66
71,87
90,81
57,79
85,73
80,61
66,75
94,94
74,76
58,60
87,72
67,64
73,85
93,86
92,86
60,50
85,55
73,82
69,78
81,80
71,65
53,50
50,70
80,84
64,66
68,66
93,85
63,62
95,96
70,81
73,75
69,69
71,81
83,72
73,67
79,67
81,72
69,91
65,77
95,85
44,52
58,52
70,79
79,63
58,77
79,74
83,88
70,78
75,74
81,70
59,58
77,59
79,83
63,76
73,75
55,72
68,70
66,80
63,61
58,86
79,65
79,81
87,84
76,75
75,78
51,59
88,81
65,51
87,90
76,85
67,73
30,73
57,73
51,58
63,80
51,85
75,73
96,97
58,74
70,60
60,68
64,60
70,81
70,36
65,74
51,83
68,80
50,62
67,66
55,64
65,67
85,81
85,80
75,80
77,77
80,62
18,58
68,58
81,84
78,71
83,78
71,85
62,66
72,75
53,80
81,82
46,74
65,74
60,82
67,80
71,62
86,88
56,76
70,80
100,96
68,69
68,75
66,84
63,42
63,88
80,85
82,75
58,74
80,66
79,80
56,66
77,69
89,77
72,53
90,81
68,60
82,87
69,78
93,77
66,86
72,76
87,86
69,92
84,81
78,80
68,68
83,79
73,68
74,69
75,68
63,78
71,76
76,92
74,89
88,85
79,93
77,68
46,69
81,69
75,78
73,85
75,70
100,79
66,71
72,78
100,85
80,80
80,84
73,55
64,71
73,94
75,73
63,66
76,89
79,90
65,78
80,74
35,87
73,87
57,68
81,79
80,82
90,85
50,74
74,59
72,78
61,68
83,70
80,76
75,76
84,86
92,85
98,100
55,56
81,76
72,61
93,77
62,66
61,64
87,65
90,94
79,70
59,79
61,70
71,54
70,59
95,86
55,78
51,52
70,76
38,80
61,80
77,80
93,57
58,66
58,59
53,62
62,82
59,79
99,84
36,60
60,60
86,74
69,67
76,79
85,63
85,91
79,66
62,74
86,83
81,84
43,57
66,57
61,55
64,80
75,75
79,90
66,78
68,82
60,50
85,67
53,76
88,83
100,93
50,50
73,93
81,77
85,90
72,60
50,68
64,74
82,87
52,79
73,39
73,63
70,74
72,72
57,70
83,85
66,69
63,70
71,52
83,72
52,50
84,86
77,84
95,71
65,69
63,62
87,76
97,77
79,84
80,54
79,74
92,86
62,58
70,61
52,66
78,64
87,94
78,75
55,70
61,75
69,76
77,86
96,83
82,56
80,54
65,85
72,67
65,60
76,85
84,65
76,90
76,97
60,63
53,62
67,71
82,83
69,70
70,74
70,71
65,80
81,81
78,60
67,52
92,80
53,66
76,76
89,93
78,71
76,83
55,83
74,78
55,71
89,89
55,78
57,89
67,78
60,50
50,50
57,64
65,86
53,54
70,79
52,66
84,79
80,70
65,82
100,86
56,73
76,15
65,73
60,70
85,78
95,83
66,79
77,54
63,80
84,60
73,62
53,90
60,70
69,87
78,77
99,90
79,71
71,74
73,84
76,57
68,86
67,87
62,65
75,81
51,34
51,60
66,55
66,54
83,89
78,86
85,82
45,83
64,83
61,78
70,51
72,86
85,82
69,75
69,81
76,89
88,88
70,75
66,92
93,69
79,94
68,84
67,85
62,50
74,75
50,70
74,72
59,66
84,81
75,75
70,55
66,63
75,77
94,80
91,57
55,71
64,87
74,54
62,72
80,87
97,90
73,65
80,73
60,70
75,77
79,87
91,84
77,77
53,59
82,90
50,75
58,63
63,67
74,67
68,72
69,72
86,91
89,72
83,93
56,34
60,78
84,50
74,87
42,71
56,71
71,70
75,75
96,88
75,54
50,59
75,71
78,79
79,66
84,62
79,46
79,80
53,74
80,84
68,85
71,65
87,87
88,78
62,76
84,90
80,78
81,88
99,93
88,77
66,92
83,75
62,53
73,66
