grade1,grade2
80,84
61,56
80,91
58,38
58,58
78,91
69,55
76,80
75,71
88,85
78,69
62,63
83,96
89,85
81,75
71,84
77,73
36,75
62,80
63,59
75,69
50,61
41,65
70,57
75,75
60,50
66,66
98,80
72,65
77,93
83,91
59,58
90,79
58,58
58,66
85,68
73,63
66,85
78,73
61,62
69,85
83,89
56,64
42,53
51,53
77,76
64,74
44,81
79,86
58,77
59,70
91,78
92,85
65,65
58,74
50,64
66,68
87,81
69,73
54,55
64,75
58,59
100,98
78,66
80,83
59,72
57,61
83,78
82,90
73,64
50,56
70,71
71,84
72,73
77,69
86,93
100,98
64,82
75,74
67,66
50,75
51,63
91,76
59,59
69,72
64,57
83,71
60,81
57,69
74,68
50,51
79,77
30,65
73,65
85,95
57,65
95,74
83,81
74,66
74,80
76,64
78,76
57,77
90,84
84,73
76,72
77,66
83,93
59,77
69,74
90,100
73,78
67,60
98,96
65,79
50,75
58,68
54,59
77,70
57,72
28,55
69,63
66,66
79,76
97,81
90,79
68,77
100,97
57,79
87,93
70,80
74,66
72,88
95,95
86,77
54,68
62,66
52,73
64,57
58,75
74,76
59,60
70,58
84,66
58,50
59,56
54,69
85,89
71,61
78,59
66,57
96,92
81,88
98,93
60,83
65,65
72,83
84,77
61,64
76,79
100,89
88,83
41,55
54,57
72,86
59,58
75,75
90,82
51,69
74,90
72,72
79,96
72,84
38,73
80,54
60,45
61,70
50,54
75,79
64,79
86,78
77,45
77,88
68,76
79,86
50,63
46,55
50,51
82,81
50,77
65,68
45,73
58,56
85,58
50,58
70,71
43,60
63,60
75,77
16,11
63,69
78,54
73,72
57,87
69,83
86,79
82,87
76,67
78,86
79,77
62,68
51,55
80,85
33,38
33,32
37,38
37,32
50,32
56,55
50,74
56,84
60,63
63,67
74,67
85,88
63,58
69,92
74,68
66,67
62,70
79,88
74,68
88,85
70,77
100,98
70,64
77,77
86,90
59,33
70,66
80,64
57,57
62,72
73,92
95,91
67,65
55,62
78,58
71,50
70,87
60,68
71,79
95,87
81,65
67,69
83,92
98,79
72,63
43,89
79,92
55,72
70,73
81,81
71,72
53,77
50,63
86,81
74,73
77,64
83,85
78,83
97,89
61,69
44,60
70,60
74,93
88,94
78,78
75,63
52,47
78,72
64,77
66,63
72,73
60,94
63,68
33,58
79,92
57,62
71,68
33,52
71,61
55,50
66,63
79,77
34,85
74,74
73,57
87,75
72,58
50,69
58,57
62,83
51,61
72,64
79,78
35,71
65,71
67,71
63,65
85,87
90,92
75,84
77,98
54,65
88,71
61,79
66,71
87,86
60,60
70,80
63,60
64,67
76,80
85,80
82,86
70,64
66,63
52,40
52,72
56,60
56,73
88,80
88,86
91,94
35,50
77,100
83,77
68,77
72,65
44,83
65,83
100,43
100,97
56,50
62,63
55,69
62,52
70,71
61,42
77,83
99,95
71,55
51,81
86,72
70,60
62,80
88,93
60,72
88,85
63,53
45,62
89,82
71,75
66,70
76,75
58,84
66,72
72,62
60,54
57,44
73,67
80,72
30,42
50,42
78,76
76,88
62,67
71,76
85,89
64,68
37,45
84,77
64,80
66,80
64,74
50,59
72,76
91,51
81,68
90,86
69,61
