grade1,grade2
67,63
83,84
83,79
76,76
100,97
60,59
68,76
55,77
79,88
67,86
58,63
70,88
86,67
68,69
58,85
44,72
71,72
58,93
77,80
79,92
74,79
87,88
72,72
98,95
65,60
100,85
37,67
58,67
99,96
69,73
62,62
30,68
78,68
86,71
85,70
62,72
100,79
57,80
58,85
77,73
99,90
90,83
78,92
67,65
94,82
50,91
65,75
85,64
83,72
71,82
68,66
91,77
88,70
56,67
71,77
70,69
66,76
86,70
84,77
86,75
68,70
85,71
67,70
95,91
50,83
91,97
93,44
69,80
96,83
58,57
98,79
93,66
63,72
63,70
100,97
62,75
75,65
80,91
46,61
91,72
63,52
94,70
75,95
96,81
73,86
84,70
73,75
71,69
76,67
67,70
85,71
68,86
74,66
61,71
74,77
65,78
85,95
72,82
79,90
64,86
80,84
98,88
60,60
90,73
71,80
53,74
71,69
70,50
71,65
78,67
61,72
60,82
65,70
64,66
100,98
50,64
59,47
74,71
65,66
74,70
84,77
86,86
96,79
80,89
86,76
77,74
66,52
89,56
96,81
67,64
71,88
68,64
56,71
65,79
88,70
77,74
76,79
98,84
75,64
75,76
56,68
62,74
63,61
68,86
75,54
55,75
75,84
60,75
93,76
100,92
72,52
92,83
67,67
99,86
98,91
60,79
90,85
83,70
62,76
