CS350,CS349
94,77
80,81
71,74
71,86
65,49
73,91
30,80
88,80
61,81
65,76
58,84
50,53
73,87
85,86
73,55
65,60
75,65
73,76
74,95
65,62
69,60
66,50
71,60
85,67
69,63
70,69
54,74
50,54
90,70
66,83
46,64
69,64
55,75
70,65
74,70
71,42
50,70
72,72
59,67
69,83
81,82
66,78
45,73
71,73
76,76
85,71
65,77
68,95
85,82
54,77
80,84
65,90
77,95
93,80
53,83
78,70
83,72
69,77
81,76
85,85
59,72
72,83
43,65
74,65
68,78
65,64
50,78
68,88
73,90
75,84
54,65
45,62
64,62
67,61
43,66
60,63
60,39
67,71
79,69
68,72
69,77
86,77
73,82
62,67
78,74
70,67
62,66
82,80
75,70
76,72
55,69
86,86
58,62
61,72
41,50
56,50
50,67
33,77
55,77
64,71
67,77
80,74
85,76
77,67
76,73
67,60
63,60
50,81
71,73
52,62
68,78
93,84
78,62
91,73
66,70
67,86
73,66
65,44
45,60
78,60
75,75
70,66
79,83
67,90
72,74
58,64
82,96
85,82
56,71
77,76
90,83
83,74
71,89
51,67
63,75
75,23
65,66
77,88
89,98
74,80
85,83
72,78
61,56
70,88
89,87
74,60
50,52
83,84
85,87
100,93
71,78
82,93
32,64
72,64
87,82
65,69
54,83
78,80
70,67
64,77
60,63
60,50
69,66
78,70
80,50
72,78
69,72
83,72
71,72
81,87
75,97
58,64
69,73
93,91
59,56
80,71
53,69
54,53
86,82
84,80
65,50
82,61
79,91
70,73
70,67
55,66
70,83
83,82
43,55
58,55
63,76
55,80
32,42
87,89
57,65
70,77
79,78
76,70
60,60
59,59
67,68
73,76
67,72
66,61
83,78
74,75
58,81
69,72
82,76
60,66
75,78
68,80
55,86
65,85
85,91
87,83
68,74
78,56
69,55
58,59
82,85
71,80
56,57
67,79
82,77
73,86
43,67
80,62
91,87
68,76
66,67
70,90
60,80
68,57
59,69
73,75
79,82
57,53
80,83
84,87
73,82
72,88
71,75
36,41
88,85
68,78
80,90
78,70
32,69
67,87
68,91
60,69
63,81
58,66
82,91
59,82
82,84
78,78
65,83
73,72
88,96
92,88
78,84
77,91
74,67
81,73
71,63
81,95
65,65
72,73
72,56
88,83
69,64
73,94
68,64
60,81
90,84
50,80
57,67
67,64
66,62
87,85
74,51
83,80
66,81
86,86
70,84
75,60
81,82
67,80
78,67
50,64
59,67
63,75
59,70
70,70
51,73
73,65
70,72
74,81
64,70
65,65
64,58
73,83
71,80
58,87
63,73
69,56
70,58
65,51
67,50
69,63
79,50
74,80
88,97
55,69
74,67
67,78
34,50
73,50
39,68
78,68
82,76
60,44
60,68
76,89
66,74
84,75
79,84
83,80
41,80
66,80
68,67
45,55
79,55
68,90
86,67
64,62
73,74
60,62
75,87
80,73
73,89
66,60
64,79
67,69
77,85
70,65
74,81
67,67
72,81
86,95
56,76
86,95
74,83
50,70
86,87
67,69
84,89
63,65
74,90
76,68
67,88
50,62
69,68
70,72
41,66
61,66
73,93
62,65
65,42
45,62
74,71
83,80
62,66
68,67
88,95
76,66
69,72
74,87
71,81
78,87
40,81
50,81
87,82
75,88
92,85
72,67
81,70
55,80
59,46
65,67
71,72
75,72
57,59
73,87
66,80
56,86
81,82
88,77
78,90
58,76
63,65
89,97
77,85
74,66
57,77
67,70
80,77
72,76
75,86
68,54
73,63
85,84
42,66
77,66
62,90
87,85
67,81
80,90
