grade1,grade2
67,70
50,70
56,72
50,68
97,86
68,87
72,79
59,74
62,81
75,74
65,61
80,87
76,80
61,76
83,76
67,83
75,77
66,73
69,82
50,52
41,65
67,65
74,74
60,72
42,72
22,72
78,77
64,72
80,80
88,82
78,84
74,66
70,78
52,61
64,82
69,80
81,77
66,69
91,98
63,89
84,85
79,65
76,76
61,66
70,80
81,82
62,83
65,71
66,78
50,76
37,70
58,70
78,78
77,76
69,71
52,81
74,66
81,82
42,70
53,70
69,84
75,73
64,74
83,78
66,77
80,78
79,77
89,88
84,83
63,72
100,97
50,68
58,74
87,80
67,95
100,72
70,70
68,82
67,92
59,68
46,87
69,87
90,83
65,82
80,92
66,92
65,76
72,72
85,73
92,72
72,80
64,74
73,86
84,91
68,84
77,75
66,70
74,76
70,71
63,73
74,89
82,82
75,80
63,56
82,85
71,75
62,74
95,86
84,70
64,80
46,76
73,76
54,73
58,58
59,70
63,71
61,78
98,91
57,73
73,80
76,73
74,84
57,75
83,85
70,73
61,76
69,66
63,64
64,77
83,79
65,86
59,81
68,72
81,75
57,55
51,84
85,78
56,76
70,75
68,80
65,65
64,70
69,80
73,70
59,77
86,67
86,81
77,90
53,76
59,70
75,96
70,76
57,73
64,78
52,84
74,77
74,86
68,76
65,72
74,73
88,77
67,80
98,86
62,73
87,78
80,84
40,65
64,68
70,76
62,65
63,83
98,85
68,50
71,71
67,85
76,71
73,84
78,67
80,84
67,66
79,78
75,68
74,80
58,66
84,94
64,72
69,71
70,80
45,72
71,72
69,74
65,65
57,72
67,79
61,69
61,56
76,83
71,69
63,77
81,84
87,81
73,88
70,75
69,67
84,82
37,72
65,67
50,70
59,81
55,85
43,60
67,60
74,77
77,78
75,75
72,76
75,80
70,65
54,57
73,76
62,68
57,74
65,83
62,76
70,65
70,80
85,90
92,92
74,80
59,51
68,80
68,70
55,82
69,80
73,83
53,69
83,81
57,82
84,90
67,79
55,87
71,71
88,91
84,84
72,81
50,74
81,70
57,62
50,65
63,75
60,84
52,62
88,81
56,67
52,67
68,83
68,67
87,76
71,69
