CS125,CS246
77,57
78,50
92,79
79,48
79,74
76,70
62,43
62,50
91,75
86,60
82,76
92,81
86,68
22,48
22,68
50,48
50,68
78,79
79,63
85,63
79,55
92,51
77,37
77,73
98,88
73,69
68,73
73,70
87,58
93,69
62,62
84,79
69,62
74,58
76,52
90,65
88,76
97,77
88,81
66,57
95,87
36,53
52,53
71,66
74,74
92,79
84,60
90,68
76,73
91,76
91,79
71,67
89,60
90,65
36,57
77,57
77,68
76,70
87,70
96,79
15,55
72,55
70,50
100,85
85,75
87,70
38,71
74,71
84,40
84,60
82,72
88,63
95,91
94,77
84,56
93,64
62,40
62,50
82,87
89,93
77,18
77,62
80,51
84,79
64,66
80,63
64,81
91,83
86,78
93,71
91,66
83,67
66,39
66,59
97,75
87,72
69,54
94,82
89,75
65,56
87,62
93,67
67,37
86,50
53,80
94,69
67,62
91,76
74,52
