CS341,CS480
62,66
71,83
73,73
67,77
61,66
65,52
83,91
55,80
83,80
68,86
78,71
83,82
78,81
71,89
68,70
63,74
63,90
77,82
52,78
79,66
70,69
91,87
75,79
70,79
41,68
67,68
50,75
85,84
75,84
57,63
62,74
71,73
45,87
75,87
56,78
73,84
67,79
69,81
90,87
58,79
65,79
77,81
58,78
70,81
77,78
50,78
79,83
64,45
66,72
67,80
66,80
83,75
69,84
64,64
48,67
44,67
70,67
66,75
72,85
73,76
59,82
69,74
67,79
54,81
64,87
57,74
62,72
56,75
69,77
63,74
56,70
80,78
53,82
66,75
65,77
53,73
70,84
67,80
68,83
61,72
75,68
70,82
63,67
72,93
61,68
85,87
67,74
52,71
82,83
58,75
76,78
80,82
60,81
59,79
78,87
57,76
52,79
87,87
78,83
58,78
64,59
74,84
50,63
57,53
42,73
72,80
83,83
55,61
38,78
50,78
59,71
69,66
67,82
73,80
60,82
65,66
72,72
50,67
59,67
60,80
61,73
65,84
90,82
82,83
56,76
56,81
73,85
73,77
74,73
74,75
79,78
63,65
57,76
78,62
80,81
66,83
72,87
57,85
71,82
80,89
70,76
45,74
71,74
45,83
68,83
64,85
54,77
70,72
73,87
70,92
71,75
89,90
63,80
64,83
43,74
46,79
73,79
75,76
50,81
62,69
58,83
72,84
65,75
55,66
66,80
46,89
73,89
60,75
64,84
90,76
72,80
68,83
54,78
63,70
64,83
76,81
75,79
42,81
62,67
67,75
65,87
72,78
68,74
69,76
79,74
65,78
73,78
97,97
71,75
60,85
63,84
68,77
68,67
59,80
78,83
82,82
64,80
81,86
75,84
37,85
68,86
74,83
84,86
51,76
65,67
66,86
73,85
50,71
86,75
61,79
94,80
69,75
63,73
89,55
57,77
55,79
87,82
76,84
67,80
67,85
60,83
85,89
60,63
88,77
62,68
75,75
64,90
68,73
60,58
62,75
52,83
64,85
69,84
92,83
74,76
80,81
70,64
70,80
75,88
64,80
68,74
78,72
84,80
38,72
55,67
71,83
96,90
71,79
74,75
66,72
83,88
78,85
83,77
73,82
72,60
78,88
60,79
62,79
81,69
70,77
65,82
68,77
73,74
67,84
74,81
78,79
83,73
69,77
67,76
41,80
64,80
65,79
88,82
74,80
88,88
75,76
69,73
76,70
60,78
61,73
65,82
51,65
70,70
85,50
63,62
67,80
62,72
37,73
44,73
52,72
67,50
45,75
52,74
72,81
66,86
70,91
65,89
81,81
63,78
65,66
62,78
69,82
79,92
100,84
77,87
91,85
64,76
45,86
69,86
60,78
74,57
69,81
66,71
64,85
60,60
63,82
67,64
65,77
53,81
66,81
45,71
71,86
55,69
72,83
40,67
62,67
62,67
67,76
76,78
61,76
60,73
54,74
66,75
50,86
83,88
61,81
62,79
60,79
59,69
50,72
71,76
67,79
63,80
76,76
84,79
76,72
67,85
41,74
77,80
46,77
68,77
60,84
64,82
60,81
53,73
61,78
70,70
70,80
58,78
46,69
72,69
86,80
86,85
80,78
57,70
88,91
84,79
65,75
78,78
73,81
62,73
88,85
62,75
44,81
73,81
61,80
60,39
77,75
66,77
70,90
61,73
50,66
68,81
80,67
66,79
70,89
53,66
71,84
64,64
63,80
79,80
69,80
96,79
54,78
59,70
