grade1,grade2
80,73
85,80
61,62
80,89
74,74
73,74
67,77
70,83
84,83
79,82
80,78
73,70
73,79
76,72
65,79
84,82
84,86
66,60
63,83
57,63
85,68
63,67
72,76
64,73
70,69
62,73
68,77
84,69
86,87
73,79
87,83
67,86
84,81
71,75
79,65
55,61
69,71
95,89
59,46
59,56
94,93
65,62
88,87
82,59
84,70
55,57
90,99
81,68
78,67
43,72
77,63
81,94
54,72
81,72
80,59
45,73
76,79
67,80
84,72
80,73
75,61
79,83
93,90
77,82
59,64
66,66
70,58
69,75
97,91
83,96
78,64
75,77
76,69
82,92
26,81
77,74
56,43
69,77
81,61
88,75
81,71
70,61
92,93
44,68
68,86
90,82
45,64
64,52
73,69
39,27
39,66
78,53
93,86
67,64
75,70
84,84
63,69
93,65
84,84
76,88
72,80
80,78
64,74
82,82
84,77
82,86
56,54
77,78
50,64
70,54
75,66
