CS245,CS246
83,84
71,73
81,72
53,82
90,74
77,69
69,72
67,70
67,69
50,54
54,78
63,46
63,65
50,50
76,74
65,75
71,43
71,65
85,92
62,64
40,50
88,80
76,74
89,97
27,40
27,68
40,68
20,42
74,62
76,65
84,74
100,92
79,77
52,61
57,62
71,73
75,71
41,46
41,73
59,46
59,73
92,86
66,70
80,78
76,79
63,75
70,68
60,65
82,76
63,73
87,82
37,80
90,81
78,73
84,68
77,82
59,50
74,68
74,71
89,81
73,48
73,68
94,70
52,71
60,63
80,83
90,71
51,58
76,80
87,91
73,81
100,97
58,70
69,72
77,60
70,63
90,79
71,67
74,64
63,68
63,73
80,87
60,55
82,80
60,73
74,66
51,71
69,50
69,68
69,74
80,62
80,76
89,73
71,82
87,69
68,73
73,74
56,78
72,50
65,65
85,83
54,53
71,37
71,52
57,50
85,79
72,46
72,72
61,75
67,62
70,67
75,69
73,70
74,72
69,78
61,77
69,91
72,70
63,72
57,77
75,86
81,82
86,84
56,82
84,77
100,90
76,78
57,69
44,71
45,71
89,64
85,75
77,70
50,53
40,75
56,46
56,54
46,74
66,61
57,74
60,67
74,54
75,81
75,75
81,53
60,70
65,72
71,77
81,73
83,82
84,63
90,77
91,84
90,81
75,60
74,58
69,77
58,60
67,61
51,50
99,91
60,55
84,85
71,68
69,74
81,76
71,57
50,66
84,88
70,70
56,60
68,65
93,83
63,82
51,72
76,76
95,91
70,72
73,61
68,84
65,51
44,71
58,71
65,41
65,61
94,88
70,59
75,79
59,67
77,67
79,76
63,76
92,79
66,81
81,51
72,76
81,67
51,60
90,59
60,67
98,96
86,77
77,69
66,68
63,80
89,68
70,62
70,44
70,80
70,66
56,51
65,75
51,70
66,42
66,87
68,81
75,63
55,57
55,74
70,76
65,72
85,74
80,61
82,72
62,71
64,66
65,58
74,85
69,63
65,46
65,62
56,67
69,79
100,89
90,79
68,62
66,79
63,55
75,70
73,66
81,77
89,78
56,76
77,57
89,69
44,75
73,75
66,88
82,85
80,90
78,64
46,58
88,58
74,74
73,70
93,82
80,53
74,71
75,75
73,80
76,82
77,68
60,80
77,84
46,73
75,72
75,70
84,67
71,51
72,79
50,60
98,71
80,72
73,80
55,62
58,67
50,35
50,39
55,77
100,77
60,52
35,71
73,71
74,65
65,69
99,73
83,80
68,67
83,72
96,85
75,80
55,62
58,76
54,79
89,77
55,68
61,60
59,50
71,69
86,83
66,50
55,60
93,81
55,56
77,74
58,59
34,40
34,50
79,50
65,73
89,87
62,71
77,71
59,72
36,65
86,67
81,61
69,77
79,73
85,64
46,68
55,68
89,71
79,71
65,54
78,72
62,72
71,50
43,63
66,84
86,50
86,82
81,74
64,77
38,55
61,58
34,60
75,60
75,74
79,79
50,54
68,76
60,81
85,75
53,59
67,67
50,63
98,93
76,18
76,62
66,57
71,58
83,78
68,54
66,66
82,77
70,77
65,56
63,77
87,83
62,64
70,51
73,62
78,81
51,50
75,50
77,78
83,46
83,64
78,74
68,50
77,63
96,90
74,62
68,66
80,81
65,65
65,62
60,46
60,68
85,83
69,70
81,68
90,63
68,59
52,64
80,73
67,64
65,60
69,56
62,64
92,79
53,68
76,83
83,73
97,66
76,68
55,73
55,80
44,50
62,50
89,85
65,76
64,68
57,66
60,58
64,71
60,69
65,70
75,69
67,71
70,70
84,92
65,82
73,66
56,60
100,100
76,63
84,83
56,71
77,65
56,46
56,51
70,79
54,39
54,59
95,80
86,88
77,68
60,69
60,55
76,79
85,62
55,63
73,63
60,72
73,65
57,61
78,68
71,69
38,43
38,36
68,75
89,75
80,67
73,57
54,68
83,75
69,64
71,75
78,61
80,56
85,85
45,57
45,75
54,63
53,53
70,68
53,74
71,63
69,81
56,60
73,62
60,58
50,59
70,78
74,68
61,62
73,55
64,80
67,81
62,66
58,70
100,76
50,75
74,87
59,71
30,37
87,37
50,50
64,69
74,62
68,73
89,80
77,77
57,50
82,59
50,64
99,77
74,58
56,56
70,79
64,62
86,87
84,58
60,71
50,36
91,76
71,72
75,76
63,69
75,58
76,67
50,65
78,68
79,80
84,73
71,59
88,83
84,70
81,52
69,68
62,78
76,54
