CS134,CS480
72,66
75,73
91,85
62,52
85,91
58,70
58,90
71,78
70,66
74,79
79,79
67,84
78,74
67,73
67,70
85,79
86,81
73,79
80,81
69,81
80,78
63,78
77,45
73,83
70,80
80,64
77,75
82,85
73,76
70,82
78,79
69,81
73,72
63,75
59,77
73,70
61,75
76,78
66,77
80,84
79,83
79,82
70,67
83,87
75,79
68,73
71,71
72,75
80,82
59,79
66,76
80,87
61,83
64,68
79,59
81,84
74,63
60,53
73,73
81,80
77,83
91,61
73,78
65,71
72,66
83,82
83,83
71,66
68,67
71,73
88,82
81,83
64,81
72,85
81,73
63,75
62,65
69,81
76,87
78,76
87,85
69,77
68,72
81,92
79,75
72,80
63,74
66,79
78,76
61,83
64,82
72,66
72,80
68,72
50,80
62,72
66,75
74,84
70,80
69,78
78,70
78,83
72,79
59,81
72,75
88,74
72,78
59,85
57,77
67,67
79,82
80,84
85,85
83,86
81,77
66,67
63,86
79,85
73,71
68,75
88,55
77,84
77,80
72,83
61,68
78,58
69,83
74,57
83,84
75,83
85,76
79,64
71,88
73,72
83,80
74,72
73,83
83,90
82,79
73,72
74,85
78,77
79,82
63,60
42,79
85,79
74,79
73,69
76,77
69,82
71,77
63,84
68,83
63,77
79,76
66,80
53,79
88,70
85,73
69,65
59,89
83,50
73,62
82,72
72,73
77,72
67,50
79,81
73,66
70,82
85,84
72,87
79,76
67,57
63,71
76,60
77,82
70,64
65,77
86,81
74,84
75,71
70,76
62,76
71,75
84,79
74,72
88,76
58,79
80,80
79,75
78,74
69,80
72,81
76,78
75,70
85,80
46,66
68,66
84,80
85,78
60,70
71,78
78,81
67,73
85,85
79,39
82,66
79,81
78,67
75,89
83,84
61,80
93,79
