grade1,grade2
74,58
49,64
73,55
63,74
65,77
67,71
75,61
70,74
74,69
46,62
83,81
80,64
70,63
77,70
73,75
66,58
63,64
85,79
39,18
71,89
69,63
72,71
82,78
67,52
87,66
62,69
50,60
67,82
74,76
91,80
73,65
80,67
50,52
61,55
66,61
75,73
93,97
74,86
69,64
90,81
75,81
88,65
56,67
60,71
80,66
74,79
93,94
80,77
63,56
66,76
66,53
72,79
91,93
81,74
69,59
80,75
50,70
76,77
80,75
42,63
65,57
59,72
68,63
72,63
60,65
56,73
76,79
69,55
78,88
60,66
65,53
81,82
85,62
36,50
90,77
83,83
78,91
69,66
69,69
64,88
91,65
82,57
84,85
88,93
67,76
64,68
64,78
78,64
67,76
64,88
51,63
67,87
84,63
82,89
80,70
67,77
64,58
77,80
67,60
81,71
65,75
88,84
87,89
77,79
76,86
44,59
75,68
79,71
84,73
92,84
80,82
67,64
55,69
75,71
67,62
56,58
62,66
90,92
69,65
61,72
85,55
67,69
84,86
65,55
80,76
87,88
55,58
72,64
66,57
85,95
42,63
95,90
92,86
81,65
87,85
67,90
76,66
83,75
79,89
72,78
90,84
86,72
80,86
65,59
72,67
50,61
89,79
86,80
65,68
90,87
78,62
61,61
