CS125,CS241
77,44
77,72
78,44
78,74
92,70
79,62
76,75
62,62
91,67
86,77
82,83
92,91
86,61
22,43
22,70
50,43
50,70
78,44
78,76
79,42
79,65
85,84
79,38
79,44
79,26
79,75
92,61
77,60
98,94
73,50
68,70
73,83
87,76
93,74
62,78
84,66
69,46
69,75
74,60
76,56
90,94
88,77
97,91
88,81
66,74
95,82
36,52
52,52
71,65
74,58
92,82
84,46
84,76
90,80
76,64
91,75
91,77
71,71
89,71
90,51
36,60
77,60
77,70
76,71
87,57
96,86
15,54
72,54
70,60
100,88
85,77
87,60
38,43
38,50
74,43
74,50
84,58
82,75
88,38
88,67
95,90
94,74
84,52
93,72
62,70
82,67
89,81
77,64
80,64
84,81
64,65
80,50
64,51
91,91
86,84
93,73
91,63
83,65
66,77
97,88
87,67
69,74
94,88
89,84
65,55
87,46
87,72
93,85
67,27
67,60
86,71
53,43
53,66
94,86
67,60
91,65
74,46
74,61
