grade1,grade2
70,71
24,50
89,73
88,80
60,58
78,85
63,73
44,85
59,55
90,86
88,68
67,55
90,83
55,72
66,61
64,57
67,64
80,56
90,84
65,73
45,65
66,65
57,77
73,79
73,68
73,70
73,51
67,55
77,73
84,79
50,63
83,93
71,73
53,50
76,66
71,50
77,59
79,88
84,56
70,63
86,83
62,57
62,86
89,96
45,54
63,72
66,51
74,90
78,36
77,68
84,58
73,71
93,77
80,87
70,50
72,57
70,68
65,55
68,58
89,85
91,92
100,98
62,64
76,57
80,72
81,92
89,91
75,62
54,87
73,70
80,61
99,87
87,92
79,72
64,63
43,47
64,47
65,63
76,68
79,63
83,77
75,60
87,82
71,83
77,78
69,71
88,92
87,84
56,79
61,71
84,86
88,80
67,60
85,80
66,40
66,72
45,69
78,69
51,57
69,68
70,72
64,60
93,84
58,44
78,67
76,68
81,80
