grade1,grade2
82,83
72,71
83,56
80,79
50,52
79,79
66,74
70,59
92,98
52,60
73,85
56,67
74,76
75,71
87,81
88,80
77,82
82,80
73,84
51,74
78,80
70,80
50,65
79,85
85,72
59,63
82,82
76,75
86,86
69,66
69,71
67,73
69,79
87,76
73,82
73,74
86,88
82,82
88,99
60,39
74,24
87,88
79,53
83,62
68,85
72,82
76,90
70,77
87,96
70,71
91,91
79,71
53,70
75,55
78,63
56,80
80,98
54,78
59,79
77,66
81,83
78,87
68,74
85,92
78,85
91,100
76,92
67,66
93,80
82,91
81,86
69,78
74,72
74,77
76,80
62,100
89,94
96,100
77,75
81,85
81,86
46,50
57,50
74,77
77,90
85,77
70,73
79,87
77,83
82,68
65,74
84,71
77,84
78,57
91,93
88,100
73,82
85,88
85,90
66,83
59,72
64,72
89,86
82,79
53,77
73,81
91,81
92,98
85,88
69,79
66,94
86,100
69,84
76,91
57,75
70,84
76,88
51,73
70,84
53,79
70,81
72,84
77,79
80,88
87,98
68,77
46,68
62,68
62,52
64,74
67,65
79,84
63,62
79,63
79,79
75,85
71,77
59,77
73,77
73,84
83,88
83,88
84,86
64,77
51,65
72,86
80,88
74,79
62,83
67,75
79,76
86,78
71,71
53,48
58,68
68,42
84,81
74,65
74,61
65,73
73,84
92,87
92,91
80,85
83,52
64,90
50,80
77,84
74,81
73,80
71,56
58,77
58,78
72,70
70,54
72,74
77,76
77,86
77,78
84,71
74,87
84,67
60,78
74,79
72,82
59,85
59,66
64,81
67,63
78,80
46,78
63,78
75,80
74,88
82,84
60,74
54,83
59,28
75,81
83,70
69,73
77,75
83,81
77,81
62,72
80,79
78,74
77,88
83,93
74,75
80,87
57,76
68,76
50,75
80,68
65,75
65,86
73,83
64,71
84,90
100,100
58,73
58,46
77,87
73,62
64,94
66,93
53,77
63,75
75,68
90,93
66,91
53,94
53,86
71,82
68,86
73,82
75,76
75,77
88,90
69,74
73,83
78,73
65,72
66,85
66,89
96,100
69,77
69,68
85,85
79,71
91,86
81,70
61,66
69,71
69,72
87,87
55,82
81,80
79,64
89,100
61,70
79,70
65,71
65,88
56,56
65,67
85,89
83,24
65,68
76,71
66,78
70,81
82,92
75,77
69,86
78,65
