grade1,grade2
71,45
71,46
71,60
81,95
75,67
74,82
81,82
46,69
70,69
68,73
94,94
62,80
88,93
41,45
58,45
56,73
89,99
67,45
67,76
44,68
72,68
66,68
83,83
53,73
91,82
90,86
55,76
44,81
74,81
62,45
75,80
56,70
78,70
89,76
66,24
66,68
75,62
62,54
57,69
86,90
82,77
53,51
86,89
59,66
65,58
75,60
66,56
68,60
42,72
55,72
85,66
88,74
67,71
76,84
52,71
67,80
79,77
58,78
85,68
66,66
77,85
71,65
74,74
83,74
74,76
81,87
83,88
67,61
88,77
91,93
50,70
81,84
73,66
68,60
96,85
61,55
67,79
73,66
70,79
78,73
79,55
61,67
71,84
83,95
77,85
51,62
75,79
69,78
73,83
75,63
43,45
70,45
72,77
85,44
79,76
62,60
75,83
88,83
82,78
72,64
78,89
55,85
59,59
70,68
67,84
81,90
75,62
72,72
79,93
56,66
50,68
68,72
44,83
76,83
75,66
74,69
84,66
69,74
75,85
90,87
68,84
58,68
61,67
57,44
57,82
73,88
70,91
45,91
79,91
60,67
56,72
67,79
72,82
99,100
79,90
86,83
60,55
68,64
67,66
50,64
70,64
61,75
71,45
82,91
41,59
64,59
82,80
72,75
71,67
62,74
87,85
64,71
66,71
83,75
74,78
61,80
46,70
62,70
86,87
83,50
76,83
78,90
76,65
74,67
89,87
92,89
62,66
73,92
51,84
61,53
81,83
98,94
66,76
45,62
55,62
87,79
82,77
46,45
46,74
75,45
75,74
87,85
89,59
67,76
87,92
50,45
60,62
56,42
66,50
78,98
61,88
68,64
63,68
46,45
46,83
73,45
73,83
93,95
85,83
96,71
63,61
45,66
52,66
87,91
77,71
79,82
95,87
83,64
73,75
87,82
84,86
87,93
82,90
81,87
79,79
84,100
74,80
66,66
89,75
83,76
67,90
91,89
80,92
46,82
58,82
59,67
81,81
80,75
69,68
68,74
70,45
91,84
74,76
71,72
87,81
94,100
60,72
65,81
68,57
58,81
54,75
94,95
87,89
68,80
40,35
40,50
84,35
84,50
93,86
40,56
62,56
78,81
79,80
83,78
92,88
80,76
92,91
89,81
76,59
63,73
73,57
79,71
57,67
74,96
72,73
66,65
61,74
73,73
92,78
70,73
81,85
69,73
70,85
70,67
50,72
80,77
96,72
74,68
89,77
58,73
78,63
66,84
64,84
72,78
90,91
83,95
82,54
77,93
65,67
46,62
76,62
89,99
66,89
43,65
75,65
62,50
43,69
39,69
64,69
91,83
80,84
46,54
59,54
88,89
52,75
42,64
69,64
69,68
84,82
59,62
40,70
58,70
53,79
78,74
77,84
93,71
75,74
55,78
50,53
82,76
81,71
95,96
62,73
92,84
58,68
69,84
96,85
72,73
100,78
85,84
67,84
80,75
42,71
68,71
84,82
79,66
96,100
74,69
92,91
76,92
71,76
60,72
68,77
82,65
72,87
74,79
68,100
87,70
75,81
41,45
68,45
63,88
71,83
71,65
71,86
86,89
60,60
75,63
76,84
54,80
70,70
75,94
51,70
63,75
84,86
87,90
75,71
79,76
73,81
50,62
57,72
59,72
66,62
83,94
64,88
75,87
67,57
88,82
70,83
52,62
71,60
82,52
88,89
60,63
72,88
44,67
62,67
83,82
75,83
55,83
85,86
46,70
64,70
54,65
54,55
59,45
59,78
86,77
83,79
81,80
77,90
86,63
53,63
82,81
64,45
64,72
83,90
70,73
61,76
63,58
66,77
74,72
72,81
66,68
75,82
58,60
83,89
73,82
75,66
90,72
66,64
90,90
80,58
93,82
69,74
75,80
62,78
90,86
54,61
95,91
65,75
65,77
63,54
90,85
92,89
50,66
43,84
66,84
57,82
46,63
65,63
87,96
69,86
78,72
88,84
82,88
64,69
54,69
60,70
82,73
92,88
79,81
60,68
83,93
77,78
79,73
50,76
50,59
55,65
80,50
81,94
77,74
74,69
62,59
60,77
54,61
76,80
55,80
75,77
73,74
61,70
70,86
67,74
91,73
72,92
52,74
63,77
60,93
83,79
59,72
82,85
43,70
50,70
74,80
58,65
75,92
80,87
59,45
84,91
86,78
75,84
68,69
46,63
68,63
54,43
54,53
76,75
82,66
83,92
58,78
36,60
45,60
68,60
55,68
85,74
69,70
62,73
66,71
67,68
82,80
81,89
90,91
71,77
92,85
95,100
55,84
46,62
63,62
87,70
88,91
83,91
71,64
61,74
60,45
68,78
79,76
71,71
93,95
74,90
46,76
82,76
58,80
68,55
78,81
54,71
76,71
65,64
96,89
52,75
58,76
76,69
72,54
72,73
64,69
65,82
58,77
67,84
55,70
68,78
66,82
58,76
66,80
93,99
83,45
83,68
66,65
55,80
84,93
78,56
75,83
83,67
60,66
46,86
40,86
69,86
82,92
82,87
50,81
58,45
58,75
76,73
42,72
70,72
62,50
61,71
91,95
63,75
50,71
64,80
74,79
83,75
65,84
79,82
71,85
55,86
60,74
77,88
96,78
73,76
68,59
66,76
90,89
73,64
43,82
80,82
68,43
68,64
85,86
72,75
74,65
62,80
64,81
50,63
50,77
75,78
77,76
81,78
64,66
81,81
69,57
91,79
71,63
63,71
60,53
65,78
35,70
51,70
62,79
71,83
69,86
74,88
89,52
67,76
61,79
46,68
73,68
46,75
67,75
72,85
89,75
71,87
77,81
92,74
60,67
82,96
39,71
62,71
40,55
64,55
79,81
77,71
56,69
71,82
87,90
78,77
74,79
63,70
78,83
28,82
63,82
91,88
62,69
64,76
66,75
56,69
74,59
92,88
50,63
65,73
77,64
61,67
51,80
77,57
77,87
83,69
66,64
63,59
80,89
52,74
54,74
85,85
74,72
71,89
62,88
58,76
65,100
80,70
66,56
79,87
71,85
55,62
62,61
72,84
51,68
94,83
70,88
58,67
70,65
85,39
81,82
63,69
82,45
82,72
85,85
71,63
78,72
83,85
64,69
82,61
93,88
66,75
67,86
65,84
84,88
50,61
53,60
72,78
60,66
72,86
73,52
73,79
75,83
95,81
54,67
66,71
94,69
69,80
74,60
81,55
63,58
90,100
62,79
71,80
72,73
54,75
29,56
55,56
70,93
62,71
86,90
73,87
77,59
66,68
64,90
83,76
86,74
83,68
99,100
46,73
70,73
62,45
62,78
66,63
66,77
78,77
81,91
83,85
67,45
62,69
56,63
32,63
62,63
55,62
74,82
71,82
78,81
73,67
88,71
67,66
81,75
73,65
73,71
39,78
57,78
80,90
72,76
53,64
72,64
74,67
88,71
71,81
77,61
69,76
69,71
84,51
78,91
55,77
64,89
81,70
92,92
55,69
75,70
89,78
90,90
62,72
83,84
60,72
44,63
74,63
69,64
83,76
66,73
70,73
80,94
83,83
64,74
72,71
75,79
51,71
46,68
72,68
92,84
81,68
70,82
78,83
85,93
77,88
74,85
67,64
75,79
57,77
79,69
57,92
75,78
84,78
71,68
54,63
74,76
86,86
44,58
70,58
61,57
27,58
60,58
76,74
83,88
75,72
76,90
76,66
71,80
45,68
68,68
65,66
89,85
87,86
86,74
83,78
66,69
70,74
54,76
79,63
75,76
66,70
60,65
79,67
92,91
72,71
50,68
65,71
60,72
61,52
90,83
81,87
