grade1,grade2
73,87
71,68
93,93
71,63
84,42
84,68
96,60
84,86
82,77
90,80
69,75
84,85
70,72
94,82
81,60
90,78
81,75
73,78
75,82
46,66
71,66
72,71
68,82
79,42
79,57
80,76
95,66
78,66
100,92
95,90
76,66
83,59
79,74
84,50
65,88
80,75
93,77
71,60
78,77
95,92
88,47
81,82
85,58
61,40
70,50
95,82
88,71
86,53
74,68
90,90
78,69
92,76
91,75
93,50
69,56
72,50
79,83
92,77
88,85
85,55
65,61
84,67
59,45
59,64
59,71
60,72
83,89
72,64
59,73
79,59
96,100
84,80
70,65
44,81
58,76
85,66
94,73
81,67
64,63
84,75
62,75
81,74
90,62
87,74
90,84
44,67
75,67
65,60
96,72
78,41
64,50
85,53
83,60
88,37
88,40
87,56
57,45
57,65
82,58
94,72
73,71
80,78
80,67
70,50
82,70
72,68
58,38
58,71
87,71
90,81
73,80
80,67
88,77
88,60
83,74
85,74
89,84
81,79
96,76
89,69
69,66
93,75
75,78
95,84
84,67
79,81
92,89
80,71
91,63
84,73
90,72
79,78
87,53
88,78
79,65
95,83
94,74
89,58
74,59
84,85
89,63
96,91
80,83
80,72
60,68
81,86
80,41
80,70
83,63
83,83
93,67
92,82
59,64
88,84
82,57
91,78
84,54
70,61
80,38
82,84
71,55
81,70
90,61
76,69
96,88
88,54
75,66
92,50
84,65
78,44
80,82
61,79
73,63
76,78
63,60
71,93
68,78
85,79
82,43
86,78
78,80
91,88
81,79
89,84
84,84
85,57
75,60
93,73
76,82
72,51
89,70
84,74
70,77
75,69
63,64
87,76
87,80
90,50
