grade1,grade2
85,85
74,68
91,77
86,78
81,92
89,68
82,71
74,58
84,80
74,57
78,57
84,65
80,78
76,69
82,64
81,71
69,53
71,63
77,65
82,84
80,81
79,60
73,65
71,69
68,64
63,54
73,61
80,85
81,73
61,50
71,67
66,72
82,78
80,79
83,73
62,90
82,64
76,71
83,70
72,74
87,77
80,68
78,72
85,67
75,71
72,80
80,83
81,66
78,70
85,58
86,92
84,68
85,57
77,86
55,50
77,72
83,69
90,63
72,65
79,76
75,83
79,71
75,54
73,73
77,68
80,65
74,68
82,78
89,80
70,55
50,65
75,73
74,62
81,70
70,57
66,58
70,71
76,65
85,61
82,80
81,55
71,50
76,66
75,73
80,76
80,77
80,83
78,79
85,74
80,89
66,67
67,76
89,70
