,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
18,789824,343,29,69,350,39,88
29,661514,343,21,83,350,29,91
125,671850,343,21,69,350,29,91
161,545362,343,21,76,350,29,70
300,430725,343,21,46,350,29,82
390,835703,343,21,84,350,29,91
443,317727,343,21,38,350,29,32
444,317727,343,21,38,350,35,51
533,984389,343,23,41,350,33,50
680,347787,343,31,60,350,39,57
731,355843,343,21,90,350,29,97
767,624191,343,1,39,350,39,87
768,624191,343,11,50,350,39,87
793,496069,343,23,74,350,31,79
