grade1,grade2
78,72
71,43
71,67
92,92
84,67
83,83
86,62
83,83
79,62
77,71
74,50
84,82
84,53
60,55
73,78
76,69
74,80
68,46
68,71
83,75
69,60
89,76
67,73
62,66
75,63
87,100
96,99
58,64
71,58
91,80
69,50
61,69
77,69
90,81
56,60
76,75
67,61
73,63
92,97
52,65
69,91
86,90
93,100
92,83
59,68
63,55
80,59
77,79
93,78
74,66
67,62
69,64
85,68
88,92
62,74
78,75
79,72
67,65
81,80
76,68
78,69
78,76
68,96
67,73
72,78
84,61
87,78
68,64
68,83
46,54
67,54
96,100
64,75
79,95
78,85
78,79
59,72
86,88
82,78
69,62
94,83
76,100
72,72
66,50
78,87
84,78
65,81
94,95
65,65
65,60
46,68
73,68
74,74
68,32
68,64
68,71
94,100
85,75
87,71
76,76
61,75
59,70
54,50
72,80
80,54
91,77
86,63
85,60
62,67
76,63
66,77
62,36
62,57
75,62
79,83
73,58
67,64
81,88
60,67
57,52
80,71
62,79
77,70
88,91
57,63
85,77
74,75
52,86
81,71
55,56
52,68
64,66
88,70
85,87
72,67
72,69
65,59
81,58
66,69
69,55
88,76
69,41
69,67
74,86
81,81
84,70
80,66
76,61
78,70
75,50
51,88
87,77
5,74
64,74
96,60
74,93
80,70
65,75
73,75
76,76
64,52
73,53
81,60
69,57
85,67
69,62
71,60
80,72
73,71
81,39
81,50
84,91
81,86
92,77
65,61
58,50
82,67
66,42
66,22
86,98
81,53
68,59
83,96
77,79
83,86
79,90
76,78
91,80
64,61
54,56
61,72
83,79
88,71
91,89
72,80
66,73
88,77
69,68
78,95
63,83
64,59
84,79
73,58
92,69
93,90
58,50
79,88
63,41
73,58
77,73
94,58
84,72
71,58
85,78
85,57
45,74
84,74
86,78
68,73
76,79
82,54
76,29
66,83
88,80
59,66
73,70
84,79
72,73
79,58
81,83
71,85
81,72
90,78
68,73
94,67
77,65
81,66
73,67
80,77
90,98
79,78
68,40
75,61
81,69
84,58
77,78
78,56
77,65
91,83
65,66
77,56
86,95
69,58
70,73
63,70
92,65
78,74
60,42
60,51
78,77
89,75
90,92
61,50
68,71
70,80
89,87
86,71
72,64
73,44
73,71
86,95
69,70
83,86
79,51
57,43
57,34
86,100
73,52
79,86
82,73
86,83
99,96
65,66
93,83
85,76
80,79
70,83
76,69
72,90
91,97
67,64
69,58
46,59
92,59
80,91
75,87
62,66
40,57
71,57
73,72
70,73
83,100
85,79
70,73
88,69
79,57
53,33
90,42
90,59
71,55
80,65
80,68
72,89
88,81
76,72
84,67
73,77
84,75
54,54
80,92
64,65
69,81
73,59
86,77
60,65
73,54
54,64
44,57
81,57
55,61
67,79
64,61
60,84
81,70
73,62
75,66
65,56
76,85
68,62
84,72
70,57
86,58
78,72
80,74
76,56
54,72
69,84
62,50
55,54
75,71
90,91
80,68
87,66
83,54
74,73
65,87
75,69
71,54
64,64
67,72
57,72
90,87
61,40
61,63
71,69
61,58
86,91
53,67
97,100
64,78
82,71
66,71
90,80
76,79
79,65
78,65
78,75
62,59
74,65
91,76
94,97
89,57
76,56
76,61
69,72
73,64
86,44
86,70
72,59
56,54
69,67
84,68
77,80
87,79
81,79
63,53
86,81
50,53
63,65
66,75
85,72
73,78
85,83
78,53
83,79
61,73
44,62
80,62
73,70
69,71
83,81
86,84
87,50
61,62
67,56
83,65
56,71
84,82
83,68
55,43
84,78
68,50
73,61
60,75
71,68
75,69
91,56
71,70
68,52
74,63
74,71
69,72
96,85
65,77
88,86
86,72
95,100
68,61
89,84
69,85
82,64
69,80
67,28
67,50
85,75
65,37
65,58
78,43
81,67
75,79
74,95
85,91
58,65
94,100
85,89
93,91
80,50
61,94
71,68
62,26
62,38
62,70
91,89
71,52
70,65
60,64
94,52
72,51
74,51
84,82
67,78
67,51
93,100
57,58
88,62
86,84
63,54
61,69
99,100
89,98
54,65
66,81
86,50
92,91
70,59
83,76
89,69
69,64
70,74
78,83
67,84
75,72
68,67
60,42
77,80
78,55
64,50
83,52
80,50
88,83
81,76
80,61
69,80
82,60
82,68
50,59
80,70
81,58
88,64
84,78
64,57
76,42
76,53
79,74
54,50
72,52
93,79
69,75
72,30
72,78
71,51
75,87
65,67
70,78
72,68
58,56
60,58
78,73
80,76
82,96
80,62
74,64
78,61
61,73
84,95
74,74
70,85
81,90
79,86
72,59
87,74
58,69
56,57
83,95
85,67
56,50
85,85
46,57
68,57
68,42
68,64
77,70
98,85
75,63
82,75
84,72
90,63
72,75
81,83
87,73
84,89
66,74
81,80
71,74
69,55
75,38
75,50
78,61
73,50
75,80
58,67
60,63
82,84
81,67
99,73
73,62
75,52
83,61
73,50
70,89
65,63
87,84
82,96
71,59
