CS370,CS466
90,76
96,93
96,88
68,81
70,69
78,83
58,57
88,83
45,73
50,73
91,92
72,85
65,79
86,85
87,87
86,72
50,54
86,61
64,62
88,67
94,95
37,58
52,58
73,84
62,55
65,58
65,55
66,52
66,68
66,73
75,75
90,91
91,90
57,69
28,67
74,83
70,70
90,82
90,81
97,90
71,81
72,67
63,57
78,94
62,53
77,69
74,89
86,73
94,95
63,66
80,63
72,59
82,63
92,84
82,70
61,67
74,57
90,77
86,73
50,59
60,60
68,71
69,57
95,72
84,74
88,82
97,73
86,87
90,85
67,56
68,88
79,89
85,87
80,73
88,66
83,70
81,74
84,90
98,96
92,90
72,60
69,82
80,66
83,78
60,77
45,50
70,50
88,81
93,92
84,83
62,78
86,86
93,61
84,88
86,74
86,94
79,84
51,71
87,90
75,74
79,67
77,96
81,64
90,81
72,69
39,54
66,54
88,87
75,50
85,77
58,43
70,50
41,79
88,63
91,78
86,62
90,76
78,66
74,71
83,79
77,61
83,68
80,64
95,100
88,77
61,50
80,76
72,77
84,71
81,70
64,51
75,70
64,69
62,64
92,95
88,91
96,96
78,76
84,78
83,83
87,82
90,94
65,64
92,79
80,60
86,74
82,86
84,86
67,79
73,59
65,65
75,64
73,61
87,85
80,65
50,71
78,71
73,79
91,89
75,61
71,84
83,85
78,78
67,68
67,62
84,78
61,57
93,86
67,71
63,71
84,88
83,93
80,81
71,72
94,72
78,58
86,80
68,69
64,63
79,50
80,79
85,97
81,58
72,50
83,74
78,52
96,95
59,54
77,92
82,85
71,60
90,82
77,89
84,89
57,52
78,81
90,91
94,92
81,67
61,82
70,73
83,88
74,81
96,90
77,80
81,92
73,73
85,82
72,88
85,74
61,61
73,71
76,75
89,89
63,52
76,78
88,73
92,93
52,50
85,87
88,98
93,99
84,90
78,53
86,80
70,74
38,57
91,85
70,71
75,76
71,69
82,67
70,68
96,85
83,74
64,68
65,62
72,56
98,84
88,86
77,76
67,66
76,72
77,87
85,63
51,58
96,88
71,93
72,63
56,70
96,87
80,74
46,59
58,59
