CS246,CS457
77,70
92,93
75,81
50,86
75,73
88,81
73,78
80,91
70,74
78,81
81,73
87,94
73,74
50,68
71,76
71,89
76,58
79,78
85,74
87,80
70,64
86,96
56,68
52,68
77,72
73,85
77,62
65,70
72,73
66,64
50,64
70,52
91,82
79,77
88,79
85,80
65,65
77,74
74,84
73,74
69,76
75,73
78,64
69,72
59,44
87,85
76,86
72,68
79,70
83,79
92,90
70,58
82,77
92,84
83,75
80,82
88,53
63,64
78,70
82,72
83,91
91,94
82,84
72,68
89,80
83,84
78,80
83,68
45,59
62,59
61,53
70,84
72,77
80,80
86,65
69,68
69,70
68,82
82,65
70,77
72,78
86,77
81,69
80,81
65,81
75,58
64,80
90,77
70,52
70,86
71,52
74,93
89,78
50,62
72,73
60,55
78,65
73,74
84,65
69,68
74,69
91,96
65,60
75,68
71,71
70,58
80,87
69,60
65,87
81,72
67,73
80,60
85,51
93,87
57,60
62,76
84,69
74,50
83,91
79,81
69,68
89,87
56,52
71,64
77,75
59,79
69,55
69,69
82,81
67,70
60,84
71,68
93,92
69,64
55,56
77,77
73,70
67,75
91,86
89,79
73,54
63,75
68,70
81,85
66,71
66,60
80,59
62,77
67,71
83,77
85,70
79,80
75,58
77,59
65,77
80,64
76,77
83,88
81,71
46,65
68,65
68,54
60,44
75,66
