,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,925225,341,23,62,467,43,65
1,270850,341,11,67,467,31,60
2,145077,341,31,78,467,39,78
4,157391,341,23,58,467,31,60
5,425297,341,21,67,467,31,65
6,425378,341,23,67,467,31,55
7,950474,341,23,76,467,33,64
8,295424,341,31,77,467,43,88
10,952972,341,13,60,467,21,56
11,429612,341,31,67,467,43,72
12,563252,341,23,66,467,43,68
13,175686,341,27,100,467,43,68
14,318602,341,21,97,467,43,94
15,974848,341,21,84,467,31,94
16,192242,341,27,94,467,33,80
17,198444,341,27,100,467,43,88
18,723192,341,15,76,467,29,62
19,330264,341,13,64,467,21,73
20,987479,341,23,80,467,33,65
21,332385,341,37,95,467,43,73
22,206528,341,17,85,467,43,91
23,337955,341,13,87,467,21,80
24,206978,341,21,79,467,43,84
25,612889,341,31,61,467,43,53
26,359163,341,27,58,467,43,50
27,629566,341,31,68,467,41,78
29,779772,341,23,93,467,43,93
30,782623,341,19,65,467,29,51
31,651702,341,23,97,467,41,78
