CS133,CS488
96,65
77,73
86,82
84,81
92,75
93,75
70,52
94,84
89,76
74,81
79,60
92,61
82,68
89,90
59,67
73,86
88,69
97,92
93,74
78,73
77,53
91,66
69,77
88,72
80,67
90,84
62,53
97,99
90,65
82,91
85,70
97,60
91,70
75,63
88,97
87,78
89,55
79,69
87,77
64,70
89,70
89,58
91,87
88,84
94,81
80,69
78,67
93,75
91,69
98,88
95,74
96,85
85,72
93,87
86,77
46,43
83,43
90,86
77,75
80,67
70,43
95,84
73,78
73,55
83,81
87,63
65,78
85,79
90,76
63,86
88,80
100,91
95,78
60,53
90,86
92,75
91,89
87,70
91,80
70,79
87,95
77,74
87,75
88,85
81,78
99,86
64,51
78,86
84,77
95,60
84,81
91,81
94,72
90,95
93,81
69,80
86,53
85,61
86,51
89,87
95,91
76,50
81,78
97,80
92,44
92,57
80,89
93,72
91,71
74,39
88,64
94,72
73,66
98,80
92,68
96,63
77,72
79,74
75,83
72,70
81,54
85,74
78,76
93,68
88,84
93,76
95,78
95,80
82,72
84,82
86,56
78,70
91,65
80,76
96,84
90,84
93,97
68,83
89,90
81,50
91,67
86,90
