CS241,CS370
81,86
85,59
84,79
75,80
67,73
82,82
71,63
74,85
84,60
57,65
67,75
81,54
46,68
70,68
72,81
58,75
83,82
59,87
68,68
94,90
62,71
88,83
92,96
93,93
91,86
41,63
58,63
80,64
67,64
44,51
72,51
67,39
67,62
90,91
74,42
74,68
65,96
91,91
80,81
76,84
50,66
95,92
81,70
63,60
44,62
29,60
81,90
80,82
70,76
69,81
76,66
67,40
67,85
85,86
62,73
67,77
86,80
78,50
76,65
55,45
55,64
76,75
56,47
78,47
87,90
89,82
78,68
58,71
87,80
76,67
63,58
99,80
89,88
72,77
35,46
68,46
78,79
66,45
66,50
92,91
81,77
71,75
70,75
93,96
80,85
75,57
62,59
46,72
73,72
58,63
74,40
74,73
57,79
68,71
67,85
61,82
82,70
64,67
53,25
76,84
27,38
64,38
66,72
54,81
62,67
88,80
88,82
85,82
68,85
68,72
75,69
80,87
78,76
89,91
78,80
85,63
76,72
88,65
63,82
56,80
67,67
72,83
81,86
76,67
68,60
73,75
67,76
77,59
67,72
66,41
66,80
67,86
64,66
75,87
70,70
58,68
64,67
79,85
77,61
58,86
63,72
80,74
66,86
65,71
71,81
53,50
82,85
57,75
77,83
64,78
71,75
77,86
74,80
88,36
83,81
74,64
81,87
85,88
57,78
76,82
46,54
56,54
80,88
53,41
83,94
68,37
68,52
67,77
80,92
70,80
87,78
88,73
56,72
91,88
77,61
50,69
88,88
70,71
75,72
88,90
60,62
79,93
81,84
68,71
96,82
79,61
52,82
86,83
85,81
61,42
61,57
71,74
43,41
63,41
67,53
73,76
82,79
70,72
61,65
82,71
42,72
84,72
80,94
70,66
78,81
79,68
61,70
83,85
77,74
63,63
84,87
75,66
76,71
89,84
71,79
81,75
87,78
61,65
74,69
63,73
73,73
90,94
75,79
43,65
70,65
72,73
73,76
67,65
87,60
79,67
87,84
62,65
50,66
64,66
71,73
35,40
35,83
76,40
76,83
88,70
85,75
63,63
82,78
72,55
78,90
60,61
84,75
55,81
92,91
66,70
69,57
62,28
62,78
42,50
51,50
90,91
86,74
89,89
70,60
67,92
86,77
90,93
59,80
87,90
81,82
53,82
75,55
72,82
62,85
70,84
84,91
62,70
85,90
57,47
57,72
52,66
83,82
93,97
80,75
56,68
61,59
75,37
75,45
71,31
71,75
78,81
74,85
70,50
75,83
83,80
77,80
83,71
51,67
91,84
46,74
65,74
78,90
44,76
76,76
85,63
62,44
62,70
75,67
46,70
63,70
46,66
69,66
66,53
62,68
42,71
65,71
75,87
74,70
70,50
69,79
61,47
61,71
75,68
73,41
73,72
90,76
56,41
56,66
73,68
74,82
68,72
58,88
72,72
38,65
44,65
70,77
92,93
73,88
66,63
45,78
79,78
68,74
60,72
58,88
51,57
50,75
88,94
56,70
54,75
61,62
68,77
67,72
72,63
77,77
82,89
74,87
79,74
86,86
74,71
54,63
68,93
81,80
50,65
46,70
64,66
61,77
71,58
69,62
58,73
67,50
82,72
71,68
68,84
82,80
64,68
82,71
76,75
72,67
88,81
80,72
78,65
68,89
71,77
62,82
82,70
73,67
87,78
78,70
83,76
59,77
87,92
86,58
51,47
75,80
65,78
57,57
61,74
46,45
62,45
83,20
83,80
57,81
62,44
62,65
78,80
76,66
74,65
87,82
66,64
86,75
60,77
70,4
71,80
70,66
52,51
74,77
56,68
80,87
89,90
83,61
62,33
62,87
51,85
61,34
83,86
64,59
45,71
73,71
71,88
81,58
98,95
57,77
67,85
56,58
56,76
45,40
55,40
87,87
82,50
80,65
87,80
46,67
75,67
64,74
59,42
59,57
78,87
87,90
73,69
89,70
72,66
67,83
78,86
67,85
69,69
60,73
72,84
76,50
66,65
66,50
85,73
81,60
66,77
67,47
67,83
61,82
68,50
89,94
43,78
60,78
68,62
65,74
76,71
78,78
55,72
77,53
61,61
65,80
78,73
67,68
61,69
76,90
54,57
63,60
63,53
67,73
85,95
74,83
62,68
72,63
78,84
46,63
73,63
93,88
79,97
85,68
84,79
96,86
63,73
81,72
45,53
52,53
87,90
77,72
56,69
74,87
60,67
65,64
79,76
95,59
83,59
86,81
84,79
81,71
62,75
75,83
84,80
65,83
87,78
82,68
81,75
73,74
63,74
86,79
79,74
46,52
65,52
88,90
71,71
53,67
59,66
60,52
74,69
75,72
70,55
66,70
71,85
89,50
83,50
83,78
58,78
74,69
84,82
82,90
57,72
71,80
42,84
72,84
74,85
80,67
79,64
50,56
59,50
77,84
91,97
81,88
84,77
97,84
70,77
77,88
58,77
80,46
80,77
76,83
69,68
92,70
61,72
70,44
77,83
66,77
77,81
59,84
91,92
74,62
82,69
78,85
71,55
65,75
52,50
94,98
78,86
60,65
87,92
75,72
83,73
42,43
67,43
65,54
72,61
99,95
68,60
68,73
58,47
58,57
60,63
58,60
54,61
58,67
78,85
68,68
30,76
67,76
87,78
61,75
58,65
75,80
68,67
93,86
40,64
40,71
62,64
62,71
79,83
88,78
84,73
79,72
80,66
86,89
58,70
82,82
92,84
89,75
63,65
81,90
73,51
94,73
57,54
74,73
74,84
72,64
66,74
81,60
73,62
74,78
92,97
79,57
92,79
70,65
82,83
62,73
50,57
81,82
69,59
88,60
50,45
50,70
73,80
74,61
76,85
68,59
67,69
68,75
96,84
58,69
74,69
95,94
89,76
58,64
70,66
80,84
77,62
85,90
66,80
88,88
46,70
64,70
81,67
71,75
90,100
85,85
63,80
43,65
85,65
53,56
46,81
76,81
89,92
96,93
66,82
72,72
64,68
62,64
80,90
91,70
73,71
79,84
80,42
46,76
59,76
74,73
99,99
64,70
75,62
56,73
88,76
77,82
76,71
52,64
69,66
84,87
75,78
78,84
64,70
59,73
40,55
58,55
53,61
77,45
77,51
93,67
55,61
73,86
71,86
60,47
67,80
81,79
81,74
95,90
91,87
70,57
83,78
66,80
73,74
62,80
63,80
59,43
59,73
72,69
75,50
71,75
83,79
79,88
70,75
70,82
59,75
78,51
67,72
58,69
56,69
72,84
76,85
80,68
58,62
87,77
65,75
74,67
73,84
64,74
70,78
84,68
79,50
54,64
73,75
90,87
37,61
56,61
69,74
93,87
67,62
79,71
56,75
92,93
70,82
92,84
77,71
75,71
71,71
58,74
67,64
72,79
82,75
68,84
62,78
71,83
63,66
82,60
68,80
63,70
66,79
90,91
91,88
87,65
74,82
62,65
40,67
69,67
86,91
79,81
73,69
75,57
66,81
86,83
77,68
67,63
71,65
41,60
68,60
73,91
63,82
57,65
65,60
71,76
85,84
71,78
66,75
65,70
76,57
86,90
93,89
68,73
86,56
89,93
75,72
76,68
76,90
68,71
66,66
62,79
62,71
55,75
63,71
70,71
77,77
70,58
78,75
83,86
75,79
91,65
97,88
41,40
41,30
81,40
81,30
83,75
51,70
63,50
84,85
58,58
87,82
75,76
65,68
60,58
57,70
62,41
73,89
60,66
85,50
50,50
69,80
77,67
70,53
60,81
57,55
59,68
57,70
83,82
78,88
68,78
60,78
80,76
76,92
59,60
66,64
73,88
83,91
60,74
70,85
87,94
36,37
36,40
65,40
85,87
86,86
88,80
65,61
79,78
65,65
81,88
52,47
52,55
58,56
82,78
88,76
88,87
75,70
70,90
60,68
35,73
67,73
60,82
75,75
44,65
83,77
86,87
61,47
61,87
77,90
75,69
85,78
46,60
64,60
54,58
78,74
66,90
82,79
69,68
57,56
89,72
74,47
74,67
56,74
63,71
63,69
81,83
77,77
77,82
88,83
44,77
74,77
81,80
67,71
81,72
77,88
65,75
73,80
95,95
72,65
86,71
79,88
83,61
53,47
53,76
82,80
38,61
71,61
58,62
81,82
74,79
75,86
69,72
56,66
43,78
74,78
72,82
83,77
70,67
86,64
61,67
78,84
66,83
96,91
71,76
86,72
26,81
75,81
72,86
66,61
75,83
58,58
64,64
73,73
72,75
83,86
54,50
70,62
90,64
90,78
80,64
72,66
62,72
69,73
94,95
93,90
80,82
75,83
79,70
54,67
83,92
75,73
62,71
54,55
73,45
73,64
70,72
95,82
65,88
65,60
90,96
65,70
60,68
68,68
78,78
78,84
70,77
63,66
68,82
62,57
26,38
26,71
46,38
46,71
68,81
66,83
92,87
78,71
65,69
43,74
66,74
46,74
65,74
79,81
69,62
58,68
78,50
87,87
66,70
67,68
82,82
85,90
75,66
77,90
86,80
64,57
74,70
70,65
68,57
69,72
82,92
54,62
77,87
60,81
82,58
43,55
78,70
76,69
85,83
57,67
79,77
78,80
88,75
72,61
83,76
90,86
77,78
79,85
66,64
50,64
62,57
72,52
55,54
54,59
66,82
80,73
63,74
67,80
80,69
84,81
74,86
52,67
83,74
89,82
74,74
76,85
84,77
74,84
79,77
78,64
72,62
76,85
78,82
68,91
69,72
84,68
60,67
78,90
54,60
79,74
82,80
80,70
86,76
76,72
64,74
94,90
70,73
60,60
77,76
63,75
69,74
70,74
24,64
46,64
81,54
91,85
64,70
63,84
75,65
75,74
79,73
91,75
88,69
75,87
79,88
61,73
70,75
84,88
75,86
72,67
72,87
52,79
63,68
84,94
73,73
76,72
64,73
72,78
67,64
59,74
79,71
82,71
43,79
50,79
58,73
75,60
65,36
65,66
59,66
76,80
80,86
67,80
84,64
71,50
64,65
74,76
82,74
86,69
35,50
71,50
59,67
57,73
70,83
75,88
79,66
69,79
67,44
67,68
65,78
46,62
68,62
58,78
74,69
77,76
80,73
61,58
65,66
78,69
73,74
61,64
83,94
92,52
76,54
38,59
36,63
45,63
68,63
91,91
86,75
62,54
96,66
64,69
85,71
84,82
69,54
81,73
72,83
89,77
82,87
88,81
69,77
69,81
77,82
62,45
62,60
54,66
81,67
66,77
89,91
69,78
80,67
38,77
68,77
76,82
67,71
82,84
81,95
83,86
89,89
76,83
90,86
71,68
82,82
93,86
70,69
50,81
73,66
85,77
92,87
95,94
55,74
87,85
69,61
69,77
83,80
70,74
72,82
65,67
60,67
79,65
70,73
93,83
52,63
71,72
