CS240,CS480
80,66
79,83
53,73
90,85
71,74
67,66
76,52
74,91
63,80
85,80
67,86
74,71
64,82
76,81
60,89
67,70
73,74
62,90
60,82
59,78
59,66
67,69
87,87
66,79
67,74
76,79
50,68
61,75
64,74
69,84
58,63
59,74
55,73
67,87
53,78
62,84
57,70
73,79
86,81
88,87
59,79
75,79
68,81
65,78
55,81
74,78
54,78
90,83
57,45
63,72
73,80
66,83
66,80
83,75
58,64
56,75
75,85
65,76
75,82
59,82
70,74
68,79
77,81
69,74
55,69
74,72
63,75
46,71
80,71
59,77
72,74
78,82
69,70
66,75
60,78
65,82
64,75
52,77
63,73
65,84
62,80
70,83
72,72
61,68
79,82
51,67
70,93
64,68
71,87
76,74
59,79
52,73
45,71
63,71
76,83
71,75
67,78
90,82
64,81
62,79
73,87
66,76
67,79
88,87
59,83
64,68
62,78
70,59
75,84
57,63
45,53
68,53
65,73
80,80
77,83
55,81
50,61
65,78
69,71
77,66
78,82
77,80
82,82
79,83
75,66
72,72
52,67
69,80
77,73
63,84
85,82
65,83
59,76
76,81
64,85
69,77
70,73
69,75
89,78
67,65
41,81
75,81
66,83
73,87
76,85
64,82
78,89
66,76
68,74
72,85
54,77
64,72
67,92
77,75
71,80
65,83
46,74
65,74
62,79
77,76
70,81
76,78
63,69
61,83
74,84
75,82
72,85
71,75
75,66
55,80
58,72
64,80
72,72
76,75
73,84
78,76
67,80
72,83
51,78
75,70
65,83
63,81
67,79
57,81
69,67
71,75
76,87
73,78
67,74
79,74
74,78
67,78
96,97
63,75
63,85
74,84
70,77
84,67
69,80
82,83
86,82
57,80
77,86
75,84
61,85
73,86
72,83
81,86
70,77
61,76
71,67
67,86
72,85
62,71
78,75
71,79
70,80
69,75
59,73
76,55
72,77
63,79
77,82
72,84
76,80
64,85
73,83
88,89
73,88
69,63
61,77
55,68
69,75
65,90
75,73
57,58
87,75
60,83
84,57
57,85
80,84
76,83
86,76
78,81
62,64
68,82
62,80
70,88
64,80
74,74
52,72
73,80
73,80
62,72
76,67
67,83
77,90
76,79
66,75
85,72
85,88
67,85
73,77
73,82
79,75
71,60
69,79
61,79
67,69
66,77
62,82
73,77
59,74
68,84
74,81
79,79
73,75
69,73
55,83
75,77
59,76
68,80
64,79
66,74
82,82
69,80
87,88
79,76
66,73
81,70
76,78
63,73
63,82
59,65
58,89
64,70
73,50
65,62
75,80
65,72
53,72
63,73
79,72
60,50
59,75
74,74
70,81
86,86
89,91
57,89
66,81
50,78
68,70
59,66
81,78
70,82
80,92
89,84
76,70
64,87
73,85
80,76
67,86
70,78
76,57
65,81
62,71
73,85
68,76
60,60
76,82
63,64
58,77
64,81
75,84
71,81
53,71
73,86
69,69
78,83
66,67
64,67
62,76
80,78
66,76
67,73
59,74
73,75
52,86
71,76
93,88
62,81
72,82
78,79
71,79
60,69
69,72
74,76
51,79
63,80
63,76
71,79
65,72
76,85
56,75
75,74
64,80
61,84
67,80
73,82
66,81
57,73
52,78
69,70
81,80
70,66
77,78
61,69
92,80
83,85
76,78
44,79
69,79
78,70
64,75
72,78
68,81
55,73
66,85
69,75
66,81
66,80
58,39
66,75
76,77
68,90
69,73
73,66
64,81
69,67
76,89
71,66
87,84
68,64
73,80
77,80
61,80
83,79
62,78
61,70
