,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,923620,234,31,70,432,51,83
1,662695,234,37,52,432,41,46
2,927838,234,27,69,432,33,70
5,808030,234,21,71,432,41,89
6,549771,234,21,68,432,31,73
7,429009,234,31,53,432,33,68
8,953877,234,31,63,432,43,64
9,300271,234,21,83,432,43,94
10,181761,234,21,72,432,27,78
12,845973,234,41,72,432,53,69
15,992704,234,47,75,432,61,68
16,472361,234,27,54,432,31,64
18,741943,234,17,91,432,21,66
20,755107,234,31,71,432,33,62
21,366870,234,21,70,432,27,82
22,636892,234,25,66,432,31,71
23,784726,234,31,64,432,37,66
