grade1,grade2
53,50
82,72
94,67
90,86
64,57
73,73
85,59
61,71
75,78
88,72
79,83
71,58
59,62
64,74
65,67
61,81
87,71
52,44
62,67
72,75
70,62
50,56
71,70
83,67
79,78
71,55
76,58
61,67
50,18
52,61
77,71
56,68
64,52
72,72
74,54
54,67
94,82
51,69
56,60
67,69
74,71
50,52
72,84
89,87
73,67
86,74
58,55
50,66
71,73
90,77
81,89
70,73
82,85
70,78
64,86
84,83
86,78
77,86
68,84
62,60
89,94
88,65
50,63
53,71
75,55
26,54
58,56
52,70
51,64
70,79
59,71
83,59
88,73
43,89
65,77
76,59
73,75
81,87
64,63
53,74
72,68
56,71
74,69
77,71
77,55
63,50
83,79
65,59
93,70
89,69
75,74
76,80
73,64
74,69
72,90
82,61
57,79
72,83
86,90
69,75
70,75
91,85
45,64
86,80
37,69
69,50
64,75
71,57
82,64
61,78
66,58
85,74
80,75
81,78
59,60
94,92
73,67
76,77
78,69
78,81
73,83
61,63
63,44
51,63
74,82
87,89
61,70
40,50
29,50
77,77
55,58
73,71
64,66
64,75
65,72
86,73
72,88
46,56
53,56
60,51
59,87
67,71
50,45
64,59
50,63
68,71
65,78
71,62
69,64
75,69
56,62
60,58
70,73
41,66
33,32
76,65
71,85
75,71
85,78
55,55
74,58
61,52
74,76
38,43
38,63
68,85
72,69
89,65
82,88
72,61
58,75
59,55
65,67
78,78
82,53
78,83
87,73
92,90
77,56
68,71
95,84
71,54
57,61
96,91
73,88
72,68
71,76
82,67
75,62
71,54
