,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,919720,136,3,78,349,23,95
1,931738,136,3,88,349,37,82
2,409608,136,3,69,349,23,80
3,675007,136,3,68,349,37,84
4,418293,136,3,69,349,23,77
5,944088,136,3,97,349,23,81
6,426055,136,3,95,349,23,86
7,559393,136,3,98,349,23,93
8,435670,136,3,88,349,27,93
9,306678,136,3,70,349,37,83
10,317770,136,3,78,349,23,76
11,978948,136,3,79,349,37,78
12,197205,136,3,65,349,27,79
13,204476,136,3,76,349,23,81
14,345971,136,3,85,349,23,67
15,215233,136,3,78,349,23,81
16,236858,136,3,85,349,27,83
17,764945,136,3,87,349,23,84
18,766018,136,3,81,349,27,68
19,119554,136,3,71,349,23,38
20,521525,136,3,78,349,37,76
21,391015,136,3,79,349,37,84
