CS132,CS134
93,86
73,75
71,66
93,91
71,55
84,62
96,46
96,81
84,80
82,73
90,85
69,67
84,75
70,58
79,76
65,81
88,85
94,73
81,50
88,79
64,57
90,78
81,68
73,79
79,60
75,76
46,57
71,57
83,73
72,75
68,75
79,73
80,64
89,81
95,85
78,60
85,76
86,67
100,90
95,95
76,64
83,70
94,81
79,65
52,30
52,62
84,73
65,61
35,73
80,66
93,67
71,50
70,68
78,68
75,69
95,81
88,61
84,64
81,86
85,69
61,38
61,60
70,57
95,72
88,89
87,76
74,66
90,85
78,74
92,82
91,74
93,70
95,77
69,75
72,67
79,78
92,83
88,90
85,67
65,57
84,71
59,55
60,58
83,78
72,78
59,67
95,81
79,60
96,98
84,62
70,62
44,58
63,62
58,70
85,69
94,76
81,74
81,50
64,56
84,80
62,72
81,83
90,69
87,59
90,81
44,60
44,60
75,60
75,60
82,84
83,81
65,65
87,90
96,87
77,70
78,72
64,69
85,58
83,62
88,53
63,58
87,70
57,62
82,61
79,58
89,38
89,64
94,85
73,57
80,75
62,50
84,78
80,82
70,61
82,79
72,68
58,64
87,89
66,60
90,79
83,87
73,66
76,63
84,70
80,62
88,79
38,58
41,58
88,76
83,46
83,73
85,68
74,73
94,81
68,58
89,77
81,80
96,90
89,78
69,51
76,71
93,82
93,87
77,76
63,54
75,65
90,82
95,92
78,76
84,73
79,72
92,80
80,73
91,83
83,56
79,75
84,77
90,76
79,83
87,57
88,76
79,63
95,78
94,81
89,67
80,64
74,79
84,67
89,92
96,93
79,76
80,77
80,70
60,50
81,70
80,70
83,69
83,72
93,84
59,64
70,71
92,88
59,53
88,90
82,73
67,46
67,71
84,69
91,82
84,80
70,79
80,60
82,75
71,66
81,72
82,76
90,80
76,72
96,88
88,63
75,75
92,74
96,87
84,82
78,64
78,76
80,76
61,63
37,73
73,53
76,64
88,87
83,77
63,68
71,76
89,76
68,58
85,75
82,77
86,67
78,67
91,87
81,73
63,65
89,77
84,72
80,76
85,46
85,68
90,94
75,66
93,85
76,67
72,79
89,68
70,50
84,81
58,53
70,82
75,61
63,55
87,77
68,41
68,53
87,78
83,65
90,83
