,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
4,918323,454,29,70,448,35,64
5,787296,454,23,38,448,27,50
17,789711,454,25,65,448,29,58
21,266350,454,29,76,448,31,78
38,531595,454,21,78,448,23,75
42,794306,454,31,70,448,37,65
47,794942,454,23,76,448,27,77
50,270850,454,21,61,448,23,79
54,140472,454,23,82,448,27,80
62,141575,454,25,83,448,29,72
64,928186,454,33,80,448,37,79
72,143033,454,15,67,448,21,66
76,798862,454,31,88,448,33,74
90,671211,454,37,73,448,43,72
92,802568,454,27,82,448,31,90
107,805252,454,41,73,448,43,70
117,283750,454,29,77,448,31,75
125,416069,454,23,80,448,27,81
135,549442,454,11,53,448,21,74
141,681537,454,29,83,448,31,82
150,159051,454,29,81,448,31,58
159,947036,454,25,78,448,29,59
166,424289,454,21,97,448,23,86
168,424529,454,29,75,448,31,69
172,818549,454,41,65,448,47,63
173,425378,454,31,85,448,33,73
175,295038,454,33,55,448,37,67
181,689050,454,37,87,448,43,90
185,165373,454,27,73,448,31,63
187,820800,454,29,68,448,31,66
190,689890,454,31,82,448,37,62
202,430643,454,27,81,448,33,81
204,169136,454,21,58,448,25,52
210,432556,454,27,87,448,33,71
211,432621,454,29,84,448,35,79
216,696053,454,17,79,448,23,78
217,958197,454,37,73,448,43,94
218,434075,454,17,71,448,23,86
228,304812,454,11,76,448,13,73
230,174212,454,11,70,448,17,90
237,437785,454,33,85,448,43,99
239,569396,454,31,81,448,33,76
241,831735,454,29,78,448,31,64
245,832340,454,31,85,448,33,71
257,309996,454,29,87,448,31,79
260,703675,454,27,74,448,31,79
263,835449,454,37,74,448,43,69
266,312164,454,37,65,448,43,79
298,580539,454,37,90,448,43,82
304,319082,454,31,62,448,43,67
307,974948,454,27,81,448,33,88
319,976874,454,31,81,448,33,82
327,716110,454,21,94,448,23,84
336,192756,454,31,75,448,37,58
337,454974,454,21,65,448,23,65
342,586994,454,21,75,448,23,74
344,718511,454,27,91,448,33,93
345,587536,454,21,66,448,23,81
352,850492,454,29,87,448,31,92
353,981625,454,31,87,448,37,68
356,982173,454,29,94,448,31,86
369,460960,454,41,78,448,43,63
370,723294,454,33,66,448,37,81
375,855390,454,27,80,448,33,89
378,331557,454,31,78,448,33,75
381,725343,454,21,82,448,23,84
390,858006,454,37,84,448,43,82
393,465152,454,27,77,448,31,60
394,858664,454,43,37,448,47,54
403,860920,454,41,87,448,43,63
407,337130,454,31,85,448,37,62
424,603357,454,11,75,448,15,64
427,866120,454,27,76,448,33,75
430,473457,454,37,76,448,47,69
448,214155,454,41,79,448,43,40
450,607575,454,21,75,448,23,85
471,350456,454,35,83,448,41,90
475,613828,454,37,74,448,43,62
476,220703,454,21,79,448,23,69
477,613961,454,27,86,448,33,89
482,222612,454,33,50,448,37,70
495,488646,454,29,78,448,31,68
496,882074,454,31,62,448,37,69
497,882563,454,11,81,448,17,75
502,228527,454,15,72,448,21,70
505,229007,454,37,75,448,43,68
515,624168,454,23,80,448,27,73
527,363490,454,27,84,448,33,90
538,628510,454,41,66,448,43,84
545,498116,454,23,76,448,27,58
553,106994,454,41,64,448,43,64
554,500330,454,21,78,448,31,61
559,370369,454,21,85,448,23,71
560,894931,454,27,79,448,33,70
563,501869,454,39,55,448,41,63
568,371297,454,33,15,448,41,55
569,764612,454,29,88,448,41,95
572,634570,454,43,70,448,53,60
574,503789,454,27,86,448,33,81
575,110586,454,27,82,448,33,71
577,110707,454,21,73,448,23,71
591,637540,454,31,87,448,33,88
593,506740,454,33,81,448,37,67
595,769467,454,41,72,448,43,78
596,114190,454,17,87,448,23,100
599,508306,454,21,70,448,27,61
609,641362,454,41,55,448,43,61
610,248346,454,41,67,448,43,76
631,908561,454,21,75,448,23,78
638,647590,454,31,72,448,33,82
640,778793,454,29,86,448,31,71
654,125322,454,29,84,448,31,74
665,257809,454,17,79,448,23,86
668,258220,454,33,30,448,61,77
672,783260,454,31,54,448,33,67
674,914726,454,29,79,448,31,58
677,652957,454,21,81,448,23,68
679,784071,454,31,46,448,37,76
681,653126,454,31,84,448,37,70
687,915647,454,31,86,448,43,84
688,391981,454,41,78,448,43,83
695,131062,454,31,74,448,33,66
