,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
1,270650,466,41,79,450,43,81
3,142656,466,41,90,450,43,91
4,937107,466,27,57,450,33,85
5,175584,466,27,84,450,33,68
7,977723,466,21,70,450,23,76
8,586709,466,41,96,450,43,94
9,333878,466,27,65,450,33,58
10,337955,466,27,78,450,33,71
11,472989,466,21,81,450,23,78
12,998904,466,27,72,450,33,83
13,755336,466,27,78,450,43,100
14,369336,466,31,71,450,33,69
15,896416,466,17,72,450,23,88
16,508799,466,41,57,450,43,84
18,119688,466,41,68,450,43,71
19,776404,466,41,62,450,43,85
