CS246,CS365
62,79
70,68
90,91
85,96
82,85
92,76
85,87
92,88
62,61
88,89
74,83
87,70
70,45
83,96
68,63
67,63
70,92
91,80
88,83
66,60
84,79
88,94
87,100
88,89
90,87
86,96
71,78
80,90
72,55
84,64
77,74
66,44
88,77
90,99
91,87
78,65
89,96
96,85
80,84
95,81
80,94
91,86
88,93
77,80
83,91
79,75
85,82
88,90
89,98
70,72
96,93
66,82
83,92
86,85
87,77
91,91
74,73
88,100
80,68
63,75
81,79
89,74
72,83
79,87
79,63
84,93
92,90
86,100
86,100
80,98
54,94
78,53
83,70
88,84
62,78
74,93
77,84
85,81
73,85
85,72
84,93
68,85
81,100
69,84
83,86
74,82
73,62
63,40
90,99
51,70
63,89
51,42
51,50
53,70
87,95
75,97
91,87
80,79
75,70
100,97
79,78
83,77
88,95
79,57
66,71
100,87
85,79
96,100
95,100
88,94
70,91
87,79
75,61
76,59
91,97
85,100
77,85
66,75
71,57
69,65
88,87
78,77
