grade1,grade2
71,82
52,50
77,73
81,71
68,64
63,50
76,88
73,65
71,62
78,78
76,73
74,78
84,67
81,75
71,69
75,66
60,52
73,65
41,64
59,64
92,82
62,65
87,78
90,100
80,88
66,76
76,73
63,64
87,67
78,74
78,68
84,67
77,87
100,80
65,57
89,79
72,64
69,83
60,67
90,67
64,62
83,80
76,72
64,72
84,80
73,90
74,58
73,69
89,78
58,68
82,68
71,78
79,66
70,77
74,77
61,69
66,70
69,64
61,62
64,81
66,56
65,74
74,69
55,65
69,71
80,82
69,67
80,70
78,74
58,62
29,64
60,64
56,75
82,78
71,86
79,67
72,85
86,63
85,86
61,67
50,24
50,45
50,59
76,78
40,70
85,67
81,69
77,51
59,58
70,50
73,86
64,70
70,68
57,59
75,64
61,50
72,73
69,64
86,92
62,46
62,54
68,67
61,67
85,68
57,72
76,74
83,82
73,76
89,71
79,78
71,62
79,77
82,66
38,68
60,68
86,78
80,67
71,81
87,90
66,52
81,50
74,65
79,63
88,94
71,69
98,86
90,84
57,78
85,94
75,59
74,69
73,74
93,86
63,62
50,59
88,57
68,72
64,76
93,99
70,65
78,86
70,76
73,71
79,76
69,84
73,62
74,69
65,73
70,86
79,74
79,79
70,62
75,69
62,76
80,85
72,68
77,58
65,76
84,79
81,80
58,60
79,61
79,69
66,78
65,66
87,97
66,67
51,76
66,57
63,68
86,85
75,85
81,83
70,59
75,54
70,75
84,79
70,68
65,79
68,73
63,50
50,67
68,61
67,68
63,51
65,66
85,99
77,77
80,65
70,61
82,86
71,82
62,76
74,70
46,56
65,56
60,73
91,86
71,67
64,46
70,68
68,58
75,67
82,74
81,58
89,86
90,89
82,68
44,57
60,57
69,69
86,81
66,66
72,86
69,68
80,89
83,72
80,54
73,38
80,75
63,63
82,70
76,82
74,73
76,64
77,64
88,68
60,67
86,74
90,70
71,85
70,74
72,80
80,82
64,67
78,71
83,70
65,61
63,59
76,72
79,81
83,82
70,70
35,63
73,63
90,62
62,60
66,76
68,66
83,82
80,74
75,72
92,86
85,67
59,86
73,75
93,77
79,85
55,77
51,65
70,69
63,81
72,77
62,73
59,81
93,59
93,75
86,78
89,80
69,77
83,73
76,40
65,66
78,64
71,74
86,64
81,91
43,50
66,50
61,74
75,68
50,61
85,76
82,74
79,63
81,75
72,63
73,59
73,59
67,55
83,79
84,82
66,67
63,69
80,61
79,91
67,97
79,72
52,65
63,90
77,59
87,61
56,75
78,70
72,65
29,57
81,57
61,68
77,82
74,72
51,76
68,78
55,62
80,77
76,77
76,88
60,57
72,70
53,57
67,58
70,73
67,78
71,67
81,78
79,66
53,84
76,73
55,71
64,74
60,52
57,70
53,60
57,80
84,70
65,78
80,58
76,55
78,57
88,95
83,76
60,60
85,60
77,65
73,67
76,79
65,73
86,87
59,50
53,66
73,73
69,88
71,52
61,76
80,61
66,61
78,60
67,53
85,80
64,86
54,54
85,73
71,92
60,67
66,82
61,62
60,70
82,69
63,55
74,83
84,84
66,68
71,80
94,90
68,80
62,82
80,82
79,79
91,86
84,71
72,56
82,78
76,77
58,60
63,80
56,66
69,74
90,69
84,58
74,75
75,45
75,67
76,56
79,68
79,76
80,70
71,74
87,81
88,86
80,83
74,80
68,68
85,68
69,46
69,69
73,66
