grade1,grade2
84,71
84,86
69,79
87,86
71,94
92,86
93,91
79,80
78,89
79,83
78,88
85,74
64,81
84,77
51,85
96,76
81,86
81,71
83,89
88,83
81,91
90,97
68,89
86,76
73,73
80,94
86,93
89,79
68,81
83,82
67,83
90,89
64,82
76,84
73,73
84,86
85,91
79,95
96,96
89,77
65,82
85,82
67,54
81,92
81,53
84,85
80,85
81,83
79,93
58,73
56,89
98,78
75,84
90,83
89,88
82,94
93,98
85,86
58,57
88,76
80,90
77,97
92,87
80,93
88,84
92,73
80,80
58,64
85,92
84,87
91,85
78,81
82,70
81,86
95,80
76,83
95,90
50,82
84,73
72,85
73,80
82,90
80,87
74,87
79,82
88,74
90,85
80,79
89,82
80,86
59,66
82,73
82,85
72,96
87,85
70,62
75,82
86,45
94,84
66,72
59,62
67,54
67,64
98,90
66,80
83,61
84,79
86,91
68,72
68,68
71,85
60,72
83,73
82,69
92,78
81,71
65,81
76,80
82,77
80,96
78,76
77,29
88,73
62,76
85,50
83,73
80,71
80,76
70,85
96,94
82,85
69,87
58,82
70,79
80,86
62,72
80,70
84,86
89,90
96,91
46,64
69,64
85,86
89,73
84,95
57,71
79,81
76,79
76,85
64,84
84,75
74,77
71,81
86,90
73,80
86,86
91,86
69,14
87,66
85,85
78,88
77,89
83,93
63,44
84,70
84,79
75,69
92,93
59,80
85,80
77,87
90,90
89,77
46,89
92,89
84,83
99,98
66,68
82,75
85,90
85,88
87,72
90,84
65,80
76,62
79,85
88,83
85,65
86,85
50,57
77,86
63,79
69,77
96,98
77,88
65,53
84,76
62,89
33,85
67,85
85,85
80,81
89,69
46,77
74,77
89,79
92,93
70,66
88,91
80,83
96,88
86,83
68,61
86,87
60,76
67,81
56,75
84,83
86,86
59,78
88,89
78,93
