grade1,grade2
71,51
80,60
64,83
86,84
76,81
72,80
78,83
78,82
88,81
67,77
53,79
81,91
86,97
79,100
70,84
69,78
73,97
75,88
66,80
89,88
57,72
63,70
66,85
74,80
74,88
68,85
52,74
76,61
62,62
89,86
78,68
63,73
73,72
88,71
60,53
74,84
80,80
78,84
83,71
57,87
43,75
75,75
80,85
76,78
81,68
95,70
65,80
69,84
66,65
86,97
76,71
83,78
72,81
60,72
53,75
69,75
61,75
81,77
65,50
26,76
75,76
66,59
90,94
71,74
75,84
77,88
74,78
67,79
55,83
84,72
91,84
75,86
76,58
64,68
89,91
72,80
88,100
83,92
72,79
87,78
62,81
70,83
61,75
71,71
74,79
60,50
77,92
63,59
71,75
74,83
62,70
89,88
63,54
87,83
74,77
83,100
58,85
65,83
55,61
60,72
78,79
71,80
62,68
85,77
55,71
50,93
72,69
71,65
72,88
83,67
70,67
77,84
67,88
69,77
88,85
67,64
83,81
96,88
79,71
73,80
70,85
76,80
69,89
95,100
66,74
79,81
86,85
75,86
52,66
80,84
