,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
0,265831,125,1,78,360,21,65
1,134978,125,1,92,360,29,82
2,399758,125,1,62,360,27,83
3,667935,125,1,86,360,31,51
4,935908,125,1,79,360,25,78
5,150060,125,1,79,360,31,64
6,674495,125,15,92,360,29,65
7,283256,125,1,77,360,17,72
8,545723,125,1,73,360,29,57
9,154198,125,1,73,360,19,46
10,286600,125,1,87,360,17,73
11,679954,125,1,93,360,23,69
12,157683,125,1,69,360,23,68
13,422108,125,1,90,360,41,68
14,950922,125,1,97,360,23,100
15,298316,125,1,74,360,21,60
16,173087,125,7,84,360,27,59
17,964944,125,1,90,360,23,59
18,574721,125,1,91,360,19,50
19,577618,125,1,90,360,29,63
20,971321,125,1,36,360,31,58
21,971321,125,3,77,360,31,58
22,318056,125,1,77,360,23,80
23,450561,125,1,87,360,37,45
24,714011,125,1,96,360,31,72
25,455006,125,1,15,360,21,58
26,455006,125,7,72,360,21,58
27,983330,125,1,70,360,27,42
28,983330,125,1,70,360,31,81
29,328033,125,47,100,360,61,60
30,460307,125,7,85,360,21,77
31,726915,125,1,38,360,29,68
32,726915,125,9,74,360,29,68
33,595921,125,1,84,360,27,55
34,989166,125,1,82,360,27,72
35,993946,125,1,95,360,23,92
36,604412,125,1,84,360,23,62
37,998433,125,1,93,360,21,70
38,605447,125,1,62,360,31,68
39,490343,125,1,84,360,23,78
40,895725,125,1,83,360,41,77
41,377037,125,1,97,360,25,70
42,377435,125,1,87,360,31,50
43,115860,125,1,94,360,23,85
44,772295,125,1,89,360,31,57
45,772654,125,1,65,360,27,68
46,120364,125,1,93,360,25,84
47,646218,125,1,67,360,25,44
48,520372,125,1,91,360,23,71
