grade1,grade2
75,83
87,74
78,71
77,50
67,78
82,60
87,76
92,100
36,67
51,58
66,56
69,61
90,97
91,91
74,72
77,55
76,79
53,66
71,62
81,84
79,65
69,73
73,61
76,78
83,83
76,81
68,95
67,72
86,87
82,87
88,78
93,95
44,71
77,74
80,75
66,83
76,50
82,63
68,50
56,77
84,83
63,58
85,88
60,70
43,65
80,67
88,91
75,75
70,71
82,67
81,69
51,41
51,67
64,74
57,50
33,61
60,61
71,85
72,50
69,54
74,60
88,72
72,67
69,45
69,75
55,53
70,79
78,86
74,73
42,50
66,50
72,62
68,88
89,90
45,58
77,74
63,70
75,72
72,65
41,58
70,78
45,56
82,79
70,71
35,71
89,95
50,52
79,86
67,51
83,67
88,100
81,64
82,59
74,69
58,48
58,44
58,70
69,59
62,69
84,65
67,77
73,77
66,81
63,77
70,57
52,61
84,84
61,57
74,71
61,71
94,91
70,46
70,55
77,74
63,54
87,63
84,91
78,84
79,71
69,79
65,65
78,65
78,72
90,98
81,53
66,64
50,67
83,71
60,45
60,62
66,66
72,78
68,61
73,75
81,72
69,61
38,68
68,37
68,58
83,79
80,89
69,94
64,64
59,78
79,77
70,81
79,76
77,84
67,62
78,60
90,81
77,78
78,52
76,75
67,67
63,58
70,73
86,90
72,69
83,85
53,64
73,75
86,82
59,64
69,75
69,75
75,67
78,66
66,66
57,59
79,80
50,67
79,67
59,52
82,79
74,89
50,45
50,63
71,63
55,46
55,50
86,98
86,87
77,73
84,58
64,60
74,87
76,100
79,67
67,72
79,82
88,80
61,60
66,60
89,84
75,67
71,77
70,65
79,65
78,78
63,65
63,56
83,80
76,74
75,73
72,83
85,80
83,73
79,52
79,71
79,77
87,88
75,56
76,70
60,84
53,65
62,78
83,85
65,66
67,75
85,92
73,55
66,80
80,74
81,57
61,75
62,71
87,80
64,63
60,45
60,71
37,45
37,68
50,40
81,84
79,68
70,59
82,73
51,58
71,77
85,66
75,56
62,72
65,63
80,89
60,64
67,67
79,74
80,82
50,50
91,91
82,70
84,93
62,69
65,62
80,75
86,90
78,72
62,62
78,71
65,50
84,96
67,67
50,64
70,68
83,76
73,56
69,46
69,73
58,51
70,56
86,68
50,79
60,63
81,90
75,72
68,64
84,90
78,68
76,62
51,52
75,63
89,88
88,78
81,63
81,91
81,84
66,60
72,62
74,75
65,67
76,90
87,100
79,74
80,78
76,72
91,100
72,68
60,69
84,81
65,86
79,65
75,65
78,76
71,61
90,59
72,63
88,97
75,83
75,65
75,66
60,56
81,63
54,68
79,59
77,85
78,81
80,68
56,58
52,51
84,78
72,74
70,64
57,50
65,64
73,56
74,81
79,81
80,97
71,70
82,95
76,68
74,76
77,73
82,74
80,71
62,53
63,51
78,68
84,69
63,75
62,50
61,74
91,79
79,79
85,76
84,82
71,77
55,64
79,86
79,85
88,77
80,61
72,83
89,64
67,94
66,63
78,55
79,87
69,66
87,77
69,67
77,78
86,75
88,76
71,70
90,93
85,85
76,70
71,60
81,70
76,87
79,70
78,88
70,57
73,65
75,74
76,75
64,64
72,68
83,76
72,69
75,62
73,41
73,58
81,78
50,64
73,73
38,61
71,62
70,65
77,72
87,83
65,77
82,88
78,69
50,52
82,91
86,80
80,70
68,73
73,39
73,63
80,76
77,98
72,62
66,80
45,50
65,50
63,70
74,70
73,75
82,83
69,64
87,93
71,68
57,75
65,57
58,52
71,55
74,84
74,74
77,66
71,70
63,64
78,63
79,83
77,69
74,53
74,71
50,72
86,87
83,67
84,78
88,73
70,62
81,78
77,58
68,73
79,67
75,80
81,78
75,59
76,67
67,59
64,76
85,90
80,67
73,69
65,64
66,56
87,88
85,83
71,80
81,74
77,73
88,88
76,75
86,67
68,73
82,77
91,88
57,58
65,80
54,33
54,66
72,61
90,84
82,78
80,77
74,82
60,76
54,63
79,69
91,100
73,53
53,57
35,42
81,67
81,63
69,69
76,76
68,65
80,68
70,45
70,56
56,67
79,85
65,52
72,63
71,72
72,66
87,78
85,83
73,86
53,61
65,65
64,63
87,76
75,71
88,86
77,70
84,62
78,63
69,67
92,85
86,79
85,67
84,72
83,91
79,79
87,85
78,91
87,96
38,46
38,79
69,46
69,79
65,69
67,45
67,69
84,60
66,74
67,56
68,37
79,59
76,81
82,55
58,43
58,61
62,64
81,75
62,67
75,74
73,77
71,75
90,76
84,85
83,72
70,73
79,63
77,66
82,71
66,54
76,55
88,81
85,79
77,72
57,62
71,57
92,96
51,62
54,62
68,62
75,81
58,67
86,76
82,85
83,92
82,60
53,54
52,50
87,77
60,59
73,83
87,76
88,83
76,61
86,89
57,61
73,56
83,85
63,61
82,62
70,59
80,68
83,82
81,69
80,74
62,66
87,90
69,76
80,76
83,80
80,81
70,67
58,63
72,52
77,75
87,83
83,73
69,46
69,68
76,53
79,84
79,57
79,84
78,69
85,80
73,64
71,82
71,58
53,72
77,55
91,86
82,86
74,70
56,62
69,57
76,76
86,88
90,84
72,65
81,67
80,71
70,72
64,60
86,85
69,62
73,50
84,90
50,44
50,73
65,61
42,58
46,77
80,63
77,73
87,66
43,60
60,60
78,70
71,72
66,62
77,61
81,91
65,89
66,72
70,52
82,88
88,77
75,69
45,66
60,66
68,53
71,67
80,75
54,64
51,63
78,68
75,69
70,68
70,63
82,67
59,79
77,96
68,54
79,62
