CS360,CS488
72,73
84,89
68,45
86,84
38,45
58,45
78,75
92,82
72,89
88,80
80,85
86,89
66,79
70,62
78,82
92,75
73,86
69,66
82,81
84,72
90,70
70,69
63,77
50,72
80,52
65,77
71,77
67,80
71,79
70,82
88,84
74,85
40,74
65,74
85,76
63,77
90,78
63,60
68,61
58,56
86,77
85,80
66,79
72,74
53,45
93,73
72,68
76,64
74,92
75,73
51,45
87,81
57,67
76,72
66,70
89,84
76,77
69,76
91,91
73,86
72,77
78,59
50,66
69,30
83,69
85,79
57,71
30,65
81,65
54,64
63,70
65,51
92,87
76,82
74,84
68,80
78,74
77,73
83,87
55,71
82,67
81,74
72,70
78,71
69,73
79,79
72,66
63,71
69,64
91,96
98,99
83,72
79,57
77,85
70,87
73,81
80,84
78,85
63,71
73,68
82,84
68,53
56,65
63,66
71,86
87,81
58,72
62,86
62,77
72,70
72,60
81,63
94,63
36,88
81,88
56,69
65,85
90,80
65,61
71,55
72,82
66,72
81,82
90,97
96,80
86,64
53,73
56,76
80,80
74,55
71,69
64,71
78,77
76,70
62,62
66,68
73,69
73,64
76,76
86,77
89,72
73,63
71,54
93,70
60,58
63,53
87,80
57,69
73,73
96,87
75,84
85,74
76,67
63,68
83,75
92,79
93,93
76,71
66,79
68,55
86,86
65,69
75,81
77,59
80,74
63,67
66,66
88,69
68,74
68,65
88,62
71,50
71,77
75,37
85,83
86,74
60,73
71,66
79,85
75,81
82,76
70,68
64,72
66,84
65,62
88,76
68,70
82,77
73,76
93,85
95,78
92,86
77,72
67,43
83,86
79,70
68,65
57,45
93,80
77,61
58,68
65,78
88,90
75,78
85,91
56,63
85,85
74,67
80,84
72,77
94,81
77,45
69,78
79,73
78,80
66,79
90,54
76,87
86,76
79,91
82,76
81,82
67,75
72,78
85,64
93,82
80,60
63,45
85,74
60,78
94,78
50,74
60,85
71,86
59,57
60,63
81,70
93,100
70,58
84,45
86,69
61,56
72,71
84,86
86,67
79,84
84,92
86,66
86,65
81,75
87,89
79,70
68,83
86,86
66,79
96,93
77,86
66,62
81,95
78,74
84,77
72,59
75,82
55,66
76,72
59,61
96,95
63,64
71,84
64,70
65,91
65,69
70,55
85,79
88,97
41,70
68,30
68,30
84,85
89,88
77,70
85,86
64,61
87,83
73,68
64,70
68,53
83,61
65,77
65,79
84,78
66,75
92,88
57,76
87,83
68,80
86,87
85,72
65,62
92,81
68,69
85,67
84,72
63,76
56,59
85,88
81,77
67,72
64,56
85,69
65,64
83,88
89,89
69,73
78,81
76,71
70,88
67,81
81,73
88,60
72,82
89,79
96,95
94,81
70,81
70,40
70,76
54,53
46,76
70,76
74,73
62,42
62,62
74,60
63,73
71,78
64,70
61,91
81,78
83,62
72,79
54,71
73,70
66,90
85,82
96,87
98,71
75,67
71,90
92,72
72,67
74,64
72,75
70,76
78,89
58,39
58,45
80,86
79,64
68,78
45,83
71,75
55,74
87,91
83,75
84,63
67,65
100,64
73,77
73,88
77,72
72,66
75,56
73,54
69,70
76,78
73,69
75,75
63,51
80,64
80,68
81,80
77,76
75,85
79,81
80,76
55,84
73,87
76,68
91,92
81,57
76,63
81,78
78,59
71,58
67,84
94,76
85,76
71,76
77,78
86,80
70,56
92,93
68,69
92,96
77,64
62,80
94,100
83,68
70,71
93,63
66,64
76,82
76,76
71,75
67,64
89,82
99,84
64,84
83,82
83,84
100,97
82,78
74,83
91,83
88,75
70,56
60,67
93,85
73,77
73,69
83,86
69,50
76,67
90,91
62,79
81,75
74,75
