grade1,grade2
86,78
74,82
83,76
88,83
70,58
96,88
77,55
66,70
83,72
90,51
58,52
86,52
69,51
93,85
96,75
61,38
61,44
83,76
96,73
55,40
68,58
95,85
85,58
78,59
74,56
89,73
95,100
89,83
70,72
89,72
74,62
82,72
100,89
96,95
82,77
95,91
81,97
83,76
93,100
94,87
93,71
83,68
77,85
78,84
94,90
71,71
62,65
98,71
89,92
94,88
100,98
98,89
71,57
89,66
90,71
93,99
94,65
84,53
79,79
65,53
82,94
96,96
65,100
94,94
72,77
61,52
92,84
88,64
64,11
82,83
92,77
81,84
62,52
96,75
80,70
80,69
78,61
72,79
61,33
54,68
84,56
80,72
84,71
85,78
92,73
82,52
50,78
91,70
95,89
98,100
75,58
57,52
87,58
75,65
72,55
93,82
93,94
84,57
99,67
64,66
83,72
81,79
91,68
86,64
74,52
