grade1,grade2
94,89
50,75
94,79
90,65
78,82
95,91
79,66
55,77
68,84
75,68
80,75
82,65
79,89
71,70
54,66
95,86
79,80
64,76
87,90
75,76
52,67
62,24
79,75
52,67
82,86
60,53
65,78
78,83
77,73
72,50
63,76
66,68
64,75
63,77
97,83
67,62
84,86
83,88
61,62
77,72
70,66
80,74
56,75
68,78
64,72
74,59
87,91
56,69
67,74
70,65
74,83
71,79
78,78
41,68
57,67
56,74
58,50
71,75
84,68
90,86
81,91
90,88
84,83
70,70
72,80
81,84
82,89
61,74
67,55
74,72
68,63
65,60
80,81
38,63
62,66
55,59
93,66
83,81
88,75
50,76
72,85
32,50
57,55
89,84
66,75
58,67
52,67
80,74
65,72
73,91
72,77
58,63
75,68
59,59
64,68
75,71
83,76
85,86
79,86
43,81
76,84
29,50
74,78
78,79
53,51
90,90
74,84
65,58
61,80
58,73
94,97
43,60
64,68
62,81
66,87
78,80
61,64
88,80
72,77
71,62
56,66
79,71
74,66
77,80
50,88
65,74
67,69
90,95
75,78
76,86
73,92
77,76
74,69
71,89
82,83
72,77
70,85
61,69
74,78
57,76
86,70
62,64
86,93
77,89
69,78
60,50
91,91
87,80
71,83
63,66
86,82
86,89
90,90
69,74
64,76
71,68
88,82
61,72
71,78
66,59
80,75
75,76
73,77
76,77
56,65
88,94
67,70
59,54
79,80
68,66
68,50
57,60
82,82
68,74
82,67
79,81
43,57
61,79
87,80
40,57
29,57
72,78
79,75
59,74
54,50
59,76
65,79
90,90
70,60
58,63
77,74
74,70
46,70
50,52
71,76
69,43
60,66
72,75
72,77
79,75
75,86
86,77
50,60
76,61
59,71
75,66
65,81
68,72
60,52
80,74
88,76
75,75
79,82
89,93
82,75
64,68
33,71
75,76
79,65
74,55
71,86
91,90
69,75
55,70
81,91
87,83
74,78
87,90
50,90
91,79
63,81
85,82
67,77
90,95
97,90
77,84
74,70
80,81
72,60
77,86
91,82
89,78
36,51
86,82
83,88
73,67
89,94
90,84
88,88
60,70
59,70
87,77
100,80
82,57
78,77
86,87
87,90
81,80
70,72
26,78
80,78
58,93
71,50
74,87
66,66
55,70
63,30
57,75
96,88
77,76
78,77
82,66
