grade1,grade2
80,86
87,91
72,81
73,76
55,55
54,76
92,95
62,60
79,50
60,63
73,83
81,72
59,67
67,65
71,83
100,84
84,90
81,85
80,81
85,77
70,74
82,60
83,84
77,86
75,66
75,90
88,74
57,64
77,68
62,71
76,81
79,85
71,88
85,75
87,78
58,52
88,87
54,64
80,97
67,56
56,71
81,67
78,50
74,82
80,76
78,64
87,78
86,75
71,81
66,66
70,83
64,74
72,57
93,87
80,75
77,82
74,63
65,75
89,90
76,78
86,81
76,64
68,83
77,73
71,80
45,73
88,83
84,81
68,73
90,85
54,80
90,86
72,58
79,87
77,71
59,63
66,67
51,69
62,70
70,89
79,80
78,63
84,58
53,67
55,73
79,89
82,79
83,70
87,83
79,81
74,88
58,64
76,72
69,71
74,66
89,85
79,82
66,76
70,67
75,85
65,76
63,76
56,84
79,79
87,85
83,90
