grade1,grade2
73,73
61,61
69,83
61,62
90,78
100,95
68,84
59,71
75,85
80,71
76,77
54,64
71,77
67,72
77,71
52,73
65,75
66,65
69,78
50,46
50,80
85,77
70,79
60,70
86,68
42,63
78,78
61,77
56,44
71,72
64,84
73,74
67,77
80,86
69,79
78,88
73,84
67,77
66,81
77,84
77,68
64,64
66,87
79,76
42,85
59,85
68,83
86,77
64,72
61,61
62,67
72,77
50,56
54,77
63,79
67,77
79,70
59,54
61,74
59,45
81,78
70,65
62,74
45,66
38,66
86,67
46,56
68,56
67,69
51,45
51,69
65,77
59,60
80,79
74,87
70,64
62,46
74,80
57,79
42,62
72,80
83,76
80,76
84,81
45,66
63,66
67,80
50,72
58,84
67,88
67,78
70,81
59,83
50,63
68,74
59,85
46,78
90,74
58,83
56,72
56,80
74,84
73,70
80,92
68,80
57,75
57,57
72,87
92,81
78,88
72,83
94,90
68,64
70,66
45,82
68,82
64,89
73,78
70,82
58,59
74,90
70,79
64,64
87,84
71,83
64,74
67,76
46,73
73,73
75,80
69,80
62,66
87,84
72,81
71,85
84,92
58,77
87,73
55,70
73,77
66,82
88,79
67,58
54,72
58,39
59,71
72,76
74,82
71,78
79,82
52,69
63,80
57,71
42,50
61,50
73,89
76,84
72,68
61,42
61,70
57,72
83,74
70,88
66,84
50,75
69,75
84,87
68,87
68,79
52,77
81,77
57,77
95,77
50,89
85,92
68,74
70,79
74,94
67,81
73,78
59,65
63,69
56,88
78,73
86,77
94,87
55,74
69,76
67,71
66,71
70,88
57,70
64,81
70,78
52,68
66,68
74,83
68,74
68,84
68,81
66,87
80,91
87,73
75,68
69,80
74,72
58,89
52,76
67,72
45,78
63,78
78,75
64,79
64,76
71,72
58,80
71,81
69,80
68,93
71,78
87,82
79,80
78,79
76,82
51,75
62,67
70,61
78,89
80,84
68,85
67,71
75,91
79,83
75,67
83,75
74,83
84,92
57,72
73,66
85,76
72,80
42,63
70,78
45,79
45,67
56,67
57,85
61,78
57,72
90,84
63,72
76,79
81,79
65,65
81,77
73,72
45,70
65,66
43,78
67,78
52,70
63,68
70,73
85,72
85,80
72,74
70,79
54,72
73,93
62,79
80,81
56,67
62,64
70,78
70,64
56,81
61,90
54,80
59,82
65,61
74,98
62,77
76,79
78,75
68,76
67,58
87,88
55,81
46,71
68,71
63,69
77,84
46,80
60,88
93,85
83,89
60,65
70,77
73,67
40,75
73,71
71,84
84,87
44,80
50,66
81,76
57,73
44,73
73,73
63,69
60,45
64,75
52,81
46,70
73,70
66,76
83,83
56,67
71,84
63,72
55,71
56,85
87,72
71,77
29,88
74,88
