grade1,grade2
60,45
60,46
60,60
92,95
76,82
90,82
69,69
67,73
68,80
50,45
64,45
76,73
73,99
60,68
68,68
90,83
54,73
68,73
88,82
92,86
84,76
50,81
76,45
72,80
62,70
65,24
65,68
55,54
76,69
79,90
89,77
52,51
57,66
52,58
60,60
74,56
41,72
59,72
82,66
66,74
70,71
77,84
64,71
78,80
76,78
72,68
63,66
58,85
70,65
80,74
82,74
93,87
92,88
86,77
90,93
62,70
81,84
60,60
73,85
65,55
50,79
83,66
75,79
85,73
86,55
74,67
74,84
81,95
58,62
77,79
84,78
81,83
73,45
94,44
52,76
61,60
80,83
80,83
83,78
58,64
80,89
61,59
73,68
77,84
73,62
70,72
89,93
68,66
69,68
77,72
90,83
71,66
74,69
65,66
63,74
81,85
92,87
82,84
63,68
67,67
61,44
61,82
83,88
73,91
82,91
66,67
51,72
77,72
73,82
94,100
83,90
89,55
71,64
71,66
87,64
68,64
78,75
73,45
72,91
65,59
79,80
72,75
70,67
80,74
83,71
56,71
70,75
41,78
57,70
72,87
50,50
73,83
67,65
75,67
100,87
100,89
82,66
72,92
74,84
62,53
61,76
45,62
66,62
65,77
67,45
67,74
56,45
71,62
88,42
75,50
64,98
65,88
60,64
61,68
63,45
63,83
84,83
83,71
57,61
75,91
76,71
81,82
92,87
77,64
74,75
84,82
92,90
92,79
96,100
100,80
72,66
76,75
90,76
94,90
95,89
84,92
44,82
45,82
64,67
93,81
58,75
67,68
80,74
58,45
82,84
57,76
77,72
99,100
40,72
78,72
99,81
46,81
84,81
66,75
60,80
60,35
60,50
88,86
74,56
82,81
74,80
68,76
71,81
71,59
75,73
76,57
66,67
81,73
66,74
78,73
67,73
51,73
52,67
72,72
71,77
83,72
81,68
84,77
57,63
85,84
80,84
66,78
90,91
94,95
92,54
59,93
55,67
58,62
100,99
87,89
67,65
51,50
60,69
92,83
84,75
73,75
71,64
69,68
93,82
71,62
53,70
50,79
80,74
88,84
70,71
65,74
75,78
64,53
74,76
64,71
93,96
63,73
51,84
90,68
76,84
95,85
71,73
83,78
81,84
86,84
69,75
65,71
95,82
44,66
58,66
83,92
70,76
59,77
50,87
72,79
79,70
63,81
81,45
66,65
79,86
88,89
72,60
81,63
66,80
73,70
75,70
51,75
88,86
87,90
76,71
75,81
90,62
86,72
71,72
77,62
96,94
70,88
51,87
89,82
65,83
58,62
60,60
74,89
64,63
84,88
56,67
75,82
58,83
51,83
50,70
66,65
35,55
50,55
55,45
55,78
65,77
65,79
75,80
81,63
66,63
78,81
72,72
65,76
53,58
81,77
46,72
65,72
83,81
67,68
65,60
86,89
46,82
