CS348,CS349
76,80
70,53
24,55
62,60
72,63
71,69
66,83
74,65
60,67
79,82
62,73
83,76
63,71
44,77
83,82
89,84
66,72
85,78
68,78
88,90
91,84
67,65
66,39
80,77
74,82
71,74
71,67
75,66
53,50
64,67
68,60
45,81
66,62
71,78
87,84
90,73
92,86
82,66
67,60
75,66
68,83
74,90
88,82
76,76
91,83
73,67
77,88
62,52
64,78
62,64
74,82
74,69
76,83
71,80
71,50
92,97
81,69
89,91
63,73
84,73
80,66
70,83
63,65
55,60
45,56
72,56
73,81
72,72
60,66
74,78
86,78
86,86
84,83
69,55
69,59
78,79
73,77
61,80
73,83
85,75
45,78
69,91
89,96
91,88
77,91
45,65
78,73
71,56
89,84
54,80
66,81
76,75
59,70
76,73
43,70
64,70
75,58
81,80
78,87
63,58
53,50
70,50
96,97
69,69
82,78
69,50
75,68
73,44
73,68
80,74
64,75
56,80
62,67
88,90
72,74
84,89
60,60
52,85
83,81
55,95
93,90
87,68
68,88
76,87
63,62
77,68
67,65
71,71
51,66
70,66
63,81
76,87
74,81
71,88
79,70
68,80
63,46
68,59
86,80
74,86
76,90
65,65
71,67
65,66
84,86
78,54
78,66
85,81
50,62
