,StudentID,CourseNumber_x,Term_x,Grade_x,CourseNumber_y,Term_y,Grade_y
1,396813,466,27,69,456,37,60
4,925225,466,31,82,456,37,50
10,143461,466,25,58,456,35,62
11,275464,466,41,55,456,43,68
16,932437,466,41,90,456,43,86
19,801457,466,47,67,456,53,77
22,148647,466,27,81,456,33,86
24,937107,466,27,57,456,33,77
25,675020,466,41,94,456,43,88
29,677095,466,19,61,456,31,69
31,416608,466,41,84,456,43,90
33,942196,466,31,100,456,37,95
34,418643,466,37,79,456,41,85
35,288636,466,37,100,456,41,87
40,425297,466,27,54,456,31,50
41,425924,466,17,87,456,23,83
45,821068,466,17,90,456,21,81
46,952972,466,17,60,456,21,73
47,822820,466,19,82,456,21,67
49,562238,466,27,88,456,41,80
51,433484,466,7,92,456,21,70
54,830321,466,7,61,456,13,75
55,175584,466,27,84,456,37,83
56,570491,466,49,73,456,51,65
57,309996,466,29,74,456,31,81
59,313781,466,37,81,456,43,94
65,972664,466,11,53,456,13,54
67,972785,466,21,78,456,23,75
71,712086,466,17,76,456,21,66
75,977723,466,21,70,456,23,68
81,456981,466,37,82,456,43,90
84,983567,466,31,74,456,33,81
87,331919,466,31,87,456,41,50
91,333878,466,27,65,456,33,71
93,861511,466,21,84,456,27,87
94,468945,466,37,69,456,47,75
96,470742,466,41,57,456,43,54
97,472989,466,21,81,456,23,75
98,868628,466,11,76,456,17,78
99,737879,466,31,86,456,37,88
100,609843,466,25,58,456,31,54
101,217879,466,19,77,456,21,86
102,355015,466,21,58,456,33,87
103,355306,466,37,50,456,41,51
105,618350,466,41,61,456,43,57
107,620429,466,29,95,456,31,89
108,753021,466,29,60,456,35,60
109,754281,466,25,89,456,29,76
111,230455,466,27,52,456,31,56
112,362607,466,29,81,456,31,81
113,887798,466,37,67,456,43,86
123,109583,466,21,78,456,23,79
126,243733,466,27,90,456,33,83
129,246794,466,11,85,456,13,82
131,511103,466,29,76,456,31,70
132,118287,466,27,69,456,31,72
133,511846,466,41,76,456,43,63
137,909032,466,31,56,456,33,59
138,516257,466,11,97,456,13,100
139,516303,466,11,84,456,13,95
