grade1,grade2
85,70
71,70
67,68
90,86
55,74
63,81
75,74
70,61
69,87
85,80
76,83
67,73
76,82
67,52
66,65
57,72
53,72
56,77
73,72
71,82
70,84
42,66
84,66
70,78
68,68
69,69
92,98
68,89
81,76
64,66
82,80
64,83
83,71
62,76
70,70
80,71
66,81
89,82
77,70
75,78
71,78
71,88
89,72
83,83
79,72
91,97
70,68
77,80
77,95
59,72
68,82
61,92
82,68
76,87
85,83
78,92
77,72
76,73
83,80
72,86
76,91
73,75
70,70
64,71
65,89
74,82
79,80
75,56
75,85
76,74
86,86
80,70
66,80
59,73
57,58
60,70
66,71
71,78
88,91
46,73
64,73
81,73
56,75
78,85
71,73
66,66
80,64
72,77
62,86
70,81
68,72
78,75
68,55
88,78
67,75
78,80
88,65
72,70
79,80
60,70
74,77
78,67
84,81
78,90
61,76
81,70
84,96
63,73
72,78
59,84
75,86
77,76
72,73
38,77
68,77
71,80
79,78
70,84
64,68
53,76
83,65
75,85
78,50
64,71
88,85
76,71
77,84
69,78
72,68
61,80
71,72
63,86
75,80
56,72
77,69
76,56
71,83
65,84
72,81
79,88
81,75
78,67
73,82
64,67
82,70
50,60
54,76
70,80
73,76
53,68
63,74
60,83
66,76
78,65
62,80
81,92
61,51
75,80
81,70
70,80
77,81
84,79
70,87
57,74
67,70
70,62
74,65
58,62
50,67
76,83
80,76
79,69
