CS240,CS483
72,75
82,76
57,70
76,70
62,82
89,99
84,80
66,70
59,81
82,75
71,65
68,57
57,70
62,91
86,71
81,70
75,82
84,80
63,58
65,60
60,52
63,92
71,86
66,77
82,88
78,86
88,77
70,74
69,85
90,81
82,90
80,82
71,82
79,86
90,60
69,75
78,96
87,79
65,67
89,75
70,83
64,81
92,79
71,85
71,93
57,53
80,62
83,81
79,90
77,68
84,86
54,70
78,76
70,75
78,95
73,82
73,81
62,70
72,67
80,87
67,80
57,57
74,75
86,75
92,86
73,81
88,99
33,51
57,51
83,91
67,82
67,86
88,79
61,77
73,71
67,72
75,83
71,85
85,76
75,78
80,91
64,58
58,70
87,91
74,69
59,68
71,80
59,76
76,91
72,78
62,50
69,90
75,63
83,93
81,90
80,67
59,76
73,85
78,80
69,55
52,61
66,67
70,34
81,67
61,66
76,96
66,75
73,83
70,96
76,84
67,70
60,63
80,84
67,81
100,80
88,72
64,72
55,61
79,58
