date,value
CS482,7
CS450,7
CS492,6
CS452,5
CS245,5
CS480,4
CS446,4
CS348,3
CS489,2
CS349,2
CS458,2
CS490,2
CS487,1
CS462,1
CS445,1
CS447,1
CS456,1
CS370,1
CS454,1
