date,value
CS492,10
CS497,9
CS499,7
CS432,6
CS480,4
CS452,4
CS446,3
CS450,3
CS251,2
CS445,1
CS490,1
CS489,1
CS330,1
CS365,1
CS482,1
CS473,1
CS348,1
CS483,1
