date,value
CS492,9
CS497,9
CS499,9
CS251,8
CS480,4
CS446,4
CS452,4
CS450,3
CS472,3
CS482,2
CS365,2
CS445,1
CS489,1
CS490,1
CS348,1
CS487,1
CS245,1
CS473,1
